FID,wkb_geometry,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato
parkomat.745,POINT (12.55115809029606 55.66918366183998),1473,3274,Betalingsautomat,6288,BLÅ,VB,SAXOGADE,67,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.746,POINT (12.576970971460229 55.676732879338815),21,3437,P-info,5096,RØD,RH,NYBROGADE,8,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.747,POINT (12.576070742885722 55.67615883769228),22,3438,Betalingsautomat,5096,RØD,RH,NYBROGADE,,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.748,POINT (12.577074864478636 55.67954292452081),522,3443,Betalingsautomat,7944,RØD,KN,VALKENDORFSGADE,,"Blivende, eksisterende fortovsø",2000158,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.749,POINT (12.570614701078508 55.67408626468948),497,3511,Betalingsautomat,148,GRØN,RH,H C ANDERSENS BOULEVARD,38,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.750,POINT (12.571150862167615 55.674316936716124),29,3512,Betalingsautomat,148,GRØN,RH,H C ANDERSENS BOULEVARD,23,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.751,POINT (12.570048170859872 55.67258699558836),31,3514,Betalingsautomat,7444,GRØN,RH,TIETGENSGADE,,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.752,POINT (12.569536311821388 55.672131560806164),363,3515,P-info,7444,GRØN,RH,Tietgensgade,31,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.753,POINT (12.570786336968286 55.6725949621841),364,3516,P-info,7444,GRØN,RH,Tietgensgade,,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.754,POINT (12.570278525428229 55.686686391583606),365,3517,P-info,8588,GRØN,NV,Øster Farimagsgade,OF/2,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.755,POINT (12.561760987351398 55.672935373903584),366,3593,Betalingsautomat,1180,GRØN,VP,Colbjørnsensgade,5,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.756,POINT (12.562155105276153 55.67236797163409),367,3594,P-info,1180,GRØN,VP,Colbjørnsensgade,9,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.757,POINT (12.562707713916378 55.67165203304515),368,3595,Betalingsautomat,1180,GRØN,VP,Colbjørnsensgade,15,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.758,POINT (12.586422236756025 55.681175872540884),369,3649,Betalingsautomat,3852,RØD,CH,Kongens Nytorv,8,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.759,POINT (12.554673858337175 55.673052303556815),370,3650,Betalingsautomat,308,GRØN,VB,Bagerstræde,6,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.760,POINT (12.573526429994056 55.690806977037),1803,3712,Betalingsautomat,8304,,,Wiedeweltsgade,35,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.761,POINT (12.574397257717578 55.69105571734017),1825,3713,Betalingsautomat,3376,,,Jens Juels Gade,,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.762,POINT (12.574257545095625 55.6915619120804),1804,3714,Betalingsautomat,8,,,Abildgaardsgade,34,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.763,POINT (12.57620863819686 55.69172022899413),1805,3715,P-info,8588,,,Øster Farimagsgade,45A,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.764,POINT (12.576531063591167 55.692072047907104),1806,3716,Betalingsautomat,8588,,,Øster Farimagsgade,51,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.765,POINT (12.576828074810972 55.69239386501343),1807,3717,P-info,8588,,,Øster Farimagsgade,55,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.766,POINT (12.573694901639414 55.691957869593224),371,3718,P-info,8608,GRØN,,Øster Søgade,54,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.767,POINT (12.575330212662102 55.69310467879765),372,3719,P-info,8608,GRØN,,Øster Søgade,72,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.768,POINT (12.567757477070018 55.68473355667697),373,3720,P-info,5220,GRØN,NV,Nørre Farimagsgade,61,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.769,POINT (12.579557339662664 55.682499173714284),1500,3845,Betalingsautomat,6404,RØD,KN,Sjæleboderne,4,Husmur,2000165,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.770,POINT (12.581031333451877 55.68197019184258),1499,3846,Betalingsautomat,1112,RØD,KN,Christian Ix S Gade,6,Husmur,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.771,POINT (12.581329918545094 55.68042196487563),374,3847,P-info,192,RØD,KN,Antonigade,11,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.772,POINT (12.580325567023555 55.68166278269749),376,3849,P-info,2104,RØD,KN,Gammel Mønt,33,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.773,POINT (12.584077675317689 55.680731976418436),502,3850,Betalingsautomat,3048,RØD,KN,HOVEDVAGTSGADE,3,"Blivende, eksisterende fortovsø",2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.774,POINT (12.578267834068846 55.680947070493524),348,3851,P-info,3724,RØD,KN,Klareboderne,3,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.775,POINT (12.575386045485768 55.6791908878835),503,3852,P-info,3776,RØD,RH,Klosterstræde,16,"Blivende, eksisterende fortovsø",2000158,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.776,POINT (12.579396943566179 55.680707836712614),504,3853,Betalingsautomat,3992,RØD,KN,KRONPRINSENSGADE,10,"Blivende, eksisterende fortovsø",2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.777,POINT (12.574679576506215 55.681255475067154),505,3856,Betalingsautomat,4016,RØD,NV,KRYSTALGADE,4,Eksisterende fortovsø,2000160,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.778,POINT (12.576278524775692 55.681963872309716),300,3857,P-info,4100,RØD,NV,LANDEMÆRKET,25,HUSMUR,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.779,POINT (12.57744146652769 55.68271844759653),299,3859,Betalingsautomat,4100,RØD,NV,LANDEMÆRKET,29,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.780,POINT (12.577000487107062 55.6803680560109),509,3861,Betalingsautomat,4572,RØD,KN,LØVSTRÆDE,6,Eksisterende fortovsø,2000158,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.781,POINT (12.579307398641689 55.681653478944035),510,3862,Betalingsautomat,4904,RØD,KN,MØNTERGADE,8,"Blivende, eksisterende fortovsø",2000165,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.782,POINT (12.580221141247147 55.682223184763046),349,3863,P-info,4904,RØD,KN,MØNTERGADE,22,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.783,POINT (12.584105148053359 55.68117125828449),511,3864,P-info,5080,RØD,KN,NY ADELGADE,3,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.784,POINT (12.583095058339373 55.68087549389936),513,3865,P-info,5148,RØD,KN,NY ØSTERGADE,10,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.785,POINT (12.58211852445901 55.68164948467731),290,3868,Betalingsautomat,5148,RØD,KN,NY ØSTERGADE,21,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.786,POINT (12.581643558382822 55.68196301284528),291,3869,P-info,5148,RØD,KN,NY ØSTERGADE,,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.787,POINT (12.574004713638281 55.68161508733122),515,3870,P-info,5448,RØD,NV,PEDER HVITFELDTS STR,8,Eksisterende fortovsø,2000160,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.788,POINT (12.580490800980336 55.680622031388936),517,3871,P-info,5520,RØD,KN,PILESTRÆDE,32,"Blivende, eksisterende fortovsø",2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.789,POINT (12.579619081674084 55.68111323079119),516,3872,P-info,5520,RØD,KN,PILESTRÆDE,48,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.790,POINT (12.574404436946894 55.68378305596447),1833,3874,Betalingsautomat,5916,RØD,NV,Rosenborggade,15,,2000151,2016-02-19T12:33:35,
parkomat.791,POINT (12.574029847418354 55.68334457893451),304,3875,P-info,5916,RØD,NV,ROSENBORGGADE,8,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.792,POINT (12.574917681640402 55.67999818624733),518,3877,Betalingsautomat,6460,RØD,KN,Skindergade,20,Eksisterende fortovsø,2000160,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.793,POINT (12.57431486618512 55.67937168928124),519,3878,P-info,6460,RØD,RH,SKINDERGADE,29,"Blivende, eksisterende fortovsø",2000158,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.794,POINT (12.580567058490862 55.68107113711157),520,3880,P-info,7204,RØD,KN,SVÆRTEGADE,5,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.795,POINT (12.577946991565804 55.680126901133285),521,3881,P-info,7944,RØD,KN,VALKENDORFSGADE,7,,2000158,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.796,POINT (12.578620372636186 55.68235636709391),523,3883,P-info,8412,RØD,KN,VOGNMAGERGADE,9,Eksisterende fortovsø,2000165,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.797,POINT (12.575277673450646 55.6835114889162),297,3885,P-info,8628,RØD,NV,ÅBENRÅ,31,Eksisterende fortovsø,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.798,POINT (12.57638531209379 55.68313640500777),298,3886,P-info,8628,RØD,NV,Åbenrå,5,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.799,POINT (12.582025604409248 55.68017067794873),1493,3887,Betalingsautomat,3956,RØD,KN,,9,HUSMUR,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.800,POINT (12.561781016082623 55.67391042037744),43,3892,Betalingsautomat,8204,GRØN,VP,VESTERBROGADE,8,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.801,POINT (12.561921543590792 55.673518017408135),44,3893,Betalingsautomat,8204,GRØN,VP,VESTERBROGADE,9B,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.802,POINT (12.560383588017974 55.67337645785199),1478,3894,Betalingsautomat,8204,GRØN,VB,VESTERBROGADE,12,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.803,POINT (12.565578383655179 55.676041579041666),1495,3896,Betalingsautomat,3404,GRØN,RH,JERNBANEGADE,6,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.804,POINT (12.582135962571835 55.67778520575221),524,3963,P-info,28,RØD,KN,ADMIRALGADE,23,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.805,POINT (12.582269621007308 55.67742081199017),525,3964,Betalingsautomat,684,RØD,KN,BOLDHUSGADE,OF/2,Husmur,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.806,POINT (12.575365552173226 55.677907527713394),526,3965,Betalingsautomat,872,RØD,RH,BROLÆGGERSTRÆDE,1,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.807,POINT (12.573329290941231 55.67632232814569),527,3966,Betalingsautomat,3832,RØD,RH,KOMPAGNISTRÆDE,34,"Blivende, eksisterende fortovsø",2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.808,POINT (12.572156778682729 55.67580114394065),528,3967,P-info,1728,RØD,RH,FARVERGADE,,,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.809,POINT (12.576572300102573 55.678168122591366),529,3968,P-info,3156,RØD,RH,HYSKENSTRÆDE,3,Eksisterende fortovsø,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.810,POINT (12.570554304383315 55.677469969971455),530,3969,Betalingsautomat,3612,RØD,RH,KATTESUNDET,2,"Blivende, eksisterende fortovsø",2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.811,POINT (12.571737241483318 55.67697818369514),531,3970,P-info,3612,RØD,RH,KATTESUNDET,12,Eksisterende fortovsø,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.812,POINT (12.57438204043561 55.67795781413715),377,3971,P-info,3796,RØD,RH,Knabrostræde,3,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.813,POINT (12.576074189814413 55.676767574100765),378,3972,Betalingsautomat,3796,RØD,RH,Knabrostræde,25,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.814,POINT (12.575120333810322 55.677301205368465),379,3973,P-info,3796,RØD,RH,Knabrostræde,,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.815,POINT (12.5770417855097 55.67777718824921),380,3974,Betalingsautomat,3832,RØD,RH,Kompagnistræde,7,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.816,POINT (12.585033142162269 55.67838707720317),381,3975,Betalingsautomat,4092,RØD,KN,Laksegade,4,HUSMUR,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.817,POINT (12.584410374636693 55.6780931374639),382,3976,P-info,4092,RØD,KN,Laksegade,10,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.818,POINT (12.569724586504195 55.67807112696693),383,3977,P-info,4176,RØD,NV,Larsbjørnsstræde,5,,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.819,POINT (12.569572801020874 55.68002406797681),384,3978,Betalingsautomat,4180,RØD,NV,Larslejsstræde,7,"Blivende, eksisterende fortovsø",2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.820,POINT (12.571803621548124 55.67641405160984),385,3979,Betalingsautomat,4196,RØD,RH,Lavendelstræde,7,Eksisterende fortovsø,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.821,POINT (12.583486989793117 55.679532421510544),386,3980,Betalingsautomat,4288,RØD,KN,Lille Kongensgade,16,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.822,POINT (12.581311034319363 55.6789648329785),387,3981,Betalingsautomat,4992,Rød,KN,Nikolaj Plads,10 C,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.823,POINT (12.573919154847118 55.675856248731215),64,3982,P-info,4548,RØD,RH,LØNGANGSTRÆDE,19,HUSMUR,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.824,POINT (12.572654970282667 55.675368410556864),65,3983,Betalingsautomat,4548,RØD,RH,Løngangstræde,27,,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.825,POINT (12.578876860358012 55.67845274433906),66,3984,Betalingsautomat,4516,RØD,RH,LÆDERSTRÆDE,8,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.826,POINT (12.580409003615294 55.67838088229963),1801,3985,Betalingsautomat,4284,,,Lille Kirkestræde,5,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.827,POINT (12.579580800738853 55.67814417810236),1802,3986,P-info,3184,,,Højbro Plads,8,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.828,POINT (12.574172618640715 55.677031557837125),67,3988,P-info,6156,RØD,RH,RÅDHUSSTRÆDE,3,,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.829,POINT (12.570677060993285 55.679658081895624),68,3989,Betalingsautomat,6280,RØD,NV,SKT PEDERS STRÆDE,2,Eksisterende fortovsø,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.830,POINT (12.569351861112079 55.6792567978082),69,3990,P-info,6280,RØD,NV,SKT PEDERS STRÆDE,12,Eksisterende fortovsø,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.831,POINT (12.567491468917838 55.678819275326425),70,3991,Betalingsautomat,6280,RØD,NV,SKT PEDERS STRÆDE,32,"Blivende, eksisterende fortovsø",2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.832,POINT (12.576662101567482 55.67711871420737),71,3992,P-info,6656,RØD,RH,SNAREGADE,8,Eksisterende fortovsø,2000168,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.833,POINT (12.570557267264963 55.67904201620108),72,3993,P-info,7064,RØD,NV,STUDIESTRÆDE,6,,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.834,POINT (12.56933542473831 55.67856952289732),289,3994,Betalingsautomat,7064,RØD,NV,STUDIESTRÆDE,20,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.835,POINT (12.568282351370756 55.67953919784131),74,3996,Betalingsautomat,7348,RØD,NV,TEGLGÅRDSTRÆDE,9,"Blivende, eksisterende fortovsø",2000163,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.836,POINT (12.584377610146786 55.67868046255023),75,3997,P-info,8384,RØD,KN,VINGÅRDSTRÆDE,5,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.837,POINT (12.582243605395808 55.678391624141426),539,3998,Betalingsautomat,4992,RØD,KN,NIKOLAJ PLADS,23,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.838,POINT (12.56666769440555 55.677935130367835),286,3999,Betalingsautomat,8252,RØD,NV,VESTER VOLDGADE,8,Husmur,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.839,POINT (12.567395060107238 55.67726630182138),59,4001,Betalingsautomat,8252,RØD,NV,VESTER VOLDGADE,12,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.840,POINT (12.56602643640402 55.678597973744154),1494,4003,P-info,3348,RØD,NV,JARMERS PLADS,,Øvrige,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.841,POINT (12.577743555901538 55.673840222874),9,4006,P-info,1956,GRØN,RH,FREDERIKSHOLMS KANAL,,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.842,POINT (12.578699435209058 55.673041097337816),13,4007,Betalingsautomat,1956,GRØN,RH,FREDERIKSHOLMS KANAL,,Ny fortovsø,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.843,POINT (12.578917473824776 55.67465421704284),77,4008,Betalingsautomat,7756,GRØN,RH,TØJHUSGADE,7,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.844,POINT (12.57202500810092 55.67484749688098),1832,4009,P-info,8252,RØD,RH,Vester Voldgade,80,,2000179,2016-02-19T12:22:01,
parkomat.845,POINT (12.574899155437373 55.673682036897496),58,4009,Betalingsautomat,8252,GRØN,RH,VESTER VOLDGADE,80,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.846,POINT (12.575551355533023 55.67306535130842),57,4010,P-info,8252,GRØN,RH,VESTER VOLDGADE,90,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.847,POINT (12.57649465809367 55.67282960921089),56,4011,P-info,8252,GRØN,RH,VESTER VOLDGADE,94,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.848,POINT (12.583149641102244 55.67587495792634),78,4013,Betalingsautomat,1044,GRØN,RH,BØRSGADE,2,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.849,POINT (12.587645596716888 55.679248869648404),79,4015,Betalingsautomat,2736,GRØN,KN,HEIBERGSGADE,9,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.850,POINT (12.588694253766622 55.679565232477856),80,4016,Betalingsautomat,2736,GRØN,KN,HEIBERGSGADE,14,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.851,POINT (12.58726693049223 55.677732877042615),81,4017,P-info,2964,GRØN,KN,HOLBERGSGADE,4,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.852,POINT (12.589429135344838 55.67824550002773),82,4019,P-info,2964,GRØN,KN,Holbergsgade,16,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.853,POINT (12.589386435354106 55.67835891528228),83,4020,Betalingsautomat,2964,GRØN,KN,HOLBERGSGADE,13,Inventarzone,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.854,POINT (12.586216328992245 55.67845745033338),84,4021,Betalingsautomat,2992,GRØN,KN,HOLMENS KANAL,7,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.855,POINT (12.586899526793912 55.67672497609644),85,4022,Betalingsautomat,4980,GRØN,KN,NIELS JUELS GADE,9,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.856,POINT (12.58838792793266 55.68015554334214),86,4023,P-info,5112,GRØN,KN,NYHAVN,2,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.857,POINT (12.588337148414734 55.67875827170932),89,4024,Betalingsautomat,5456,GRØN,KN,PEDER SKRAMS GADE,8,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.858,POINT (12.587329601154462 55.67826108760477),506,4026,Betalingsautomat,7564,GRØN,KN,TORDENSKJOLDSGADE,14,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.859,POINT (12.577899921564791 55.67156814273024),388,4027,Betalingsautomat,1132,GRØN,RH,Christians Brygge,24,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.860,POINT (12.590681622239426 55.67795432600318),389,4028,Betalingsautomat,1188,GRØN,KN,Cort Adelers Gade,9,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.861,POINT (12.587287063420144 55.678754788434304),1776,4029,P-info,7564,RØD,KN,Tordenskjoldsgade,9,,2000181,2016-02-11T13:13:34,2016-02-11T13:13:34
parkomat.862,POINT (12.589180401651234 55.67920099753391),394,4035,P-info,2844,GRØN,KN,Herluf Trolles Gade,5,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.863,POINT (12.591568063001471 55.678447511575804),393,4036,P-info,2844,GRØN,KN,Herluf Trolles Gade,24,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.864,POINT (12.590616805117948 55.67885827756184),395,4037,Betalingsautomat,2964,GRØN,KN,Holbergsgade,23,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.865,POINT (12.590099625669362 55.67966464703614),87,4038,Betalingsautomat,5112,GRØN,KN,NYHAVN,16,Husmur,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.866,POINT (12.592108333928838 55.67913069754382),88,4039,P-info,5112,GRØN,KN,NYHAVN,42A,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.867,POINT (12.574678929459644 55.67307445579853),91,4040,Betalingsautomat,5116,GRØN,RH,NY KONGENSGADE,21,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.868,POINT (12.589309788213866 55.6775753697065),90,4042,Betalingsautomat,5456,GRØN,KN,PEDER SKRAMS GADE,19,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.869,POINT (12.576163667106394 55.6722766280626),93,4043,Betalingsautomat,6056,GRØN,RH,RYSENSTEENSGADE,3,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.870,POINT (12.576104735216793 55.67248582685895),94,4044,P-info,6056,GRØN,RH,RYSENSTEENSGADE,4,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.871,POINT (12.587833849850737 55.67747733076234),508,4045,Betalingsautomat,7564,GRØN,KN,TORDENSKJOLDSGADE,24,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.872,POINT (12.588502277440302 55.67686459464415),507,4046,P-info,7564,GRØN,KN,TORDENSKJOLDSGADE,31,Husmur,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.873,POINT (12.567205170540614 55.67961764045707),284,4048,P-info,5220,RØD,NV,NØRRE VOLDGADE,14,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.874,POINT (12.568266928337014 55.680402426761084),280,4049,Betalingsautomat,5220,RØD,NV,NØRRE VOLDGADE,28,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.875,POINT (12.566734990384575 55.67949948943218),285,4053,Betalingsautomat,5220,RØD,NV,NØRRE VOLDGADE,12,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.876,POINT (12.570215142798936 55.68426699089979),1480,4058,Betalingsautomat,1936,GRØN,NV,FREDERIKSBORGGADE,26,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.877,POINT (12.56668788420065 55.68551527642283),96,4059,P-info,1936,GRØN,NV,FREDERIKSBORGGADE,35,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.878,POINT (12.566811950443626 55.68559545853576),97,4060,Betalingsautomat,1936,GRØN,NV,FREDERIKSBORGGADE,48,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.879,POINT (12.571514236979088 55.68502040204073),51,4061,Betalingsautomat,2272,GRØN,NV,GOTHERSGADE,137,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.880,POINT (12.571271948666272 55.68443228028022),98,4064,P-info,4352,GRØN,NV,LINNESGADE,22,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.881,POINT (12.564176370518227 55.680756996860616),99,4065,P-info,5200,GRØN,NV,NØRRE FARIMAGSGADE,9,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.882,POINT (12.5648522554394 55.681668497831495),100,4066,Betalingsautomat,5200,GRØN,NV,NØRRE FARIMAGSGADE,17,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.883,POINT (12.565426677442389 55.68239692039687),101,4067,P-info,5200,GRØN,NV,NØRRE FARIMAGSGADE,29,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.884,POINT (12.566852689102262 55.68351707130821),102,4068,Betalingsautomat,5200,GRØN,NV,NØRRE FARIMAGSGADE,50,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.885,POINT (12.566514625526759 55.683621603113146),103,4069,P-info,5200,GRØN,NV,NØRRE FARIMAGSGADE,45,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03
