FID,wkb_geometry,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato
parkomat.289,POINT (12.573135799472489 55.70709908456205),895,2290,Betalingsautomat,732,BLÅ,,BORGMESTER JENSENS ALLÉ,22,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.290,POINT (12.574467128944065 55.70770186239114),896,2291,Betalingsautomat,732,BLÅ,,BORGMESTER JENSENS ALLÉ,11,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.291,POINT (12.575327296239 55.708210244348344),897,2292,Betalingsautomat,732,BLÅ,,BORGMESTER JENSENS ALLÉ,5,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.292,POINT (12.57686840037085 55.708311951532494),899,2293,Betalingsautomat,7868,BLÅ,,URBANSGADE,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.293,POINT (12.57602636007959 55.707804242791),900,2294,Betalingsautomat,7868,BLÅ,,URBANSGADE,5,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.294,POINT (12.572446711555306 55.70656505818008),933,2295,Betalingsautomat,732,BLÅ,,Borgmester Jensens Allé,41,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.295,POINT (12.57605630587315 55.70498844987561),1588,2341,Betalingsautomat,2438,BLÅ,,GUNNAR NU HANSENS PLADS,,,2000173,2011-02-18T11:01:38,2015-12-05T22:34:03
parkomat.296,POINT (12.574635545213816 55.70484670759201),903,2343,Betalingsautomat,2438,BLÅ,,GUNNAR NU HANSENS PLADS,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.297,POINT (12.573622270637903 55.70501834912935),904,2344,Betalingsautomat,2438,BLÅ,,GUNNAR NU HANSENS PLADS,11,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.298,POINT (12.573091268840102 55.70601599917527),906,2347,Betalingsautomat,6340,BLÅ,,SERRIDSLEVVEJ,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.299,POINT (12.575303858743178 55.7072145031273),907,2348,Betalingsautomat,4664,BLÅ,,MARSKENSGADE,25,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.300,POINT (12.576045925728433 55.706807126537974),908,2349,Betalingsautomat,4664,BLÅ,,MARSKENSGADE,13,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.301,POINT (12.576819361186757 55.707235165614506),901,2350,Betalingsautomat,3320,BLÅ,,JAKOB ERLANDSENS GADE,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.302,POINT (12.57722998922777 55.70701587122206),909,2351,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,85,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.303,POINT (12.577234718958621 55.70771969166932),910,2352,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,89,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.304,POINT (12.577589386337513 55.708076436985735),911,2353,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,146,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.305,POINT (12.57758377998925 55.707445501204226),912,2354,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,140,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.306,POINT (12.577583408127582 55.70623868157238),913,2355,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,132,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.307,POINT (12.577576897080236 55.70536456878713),914,2356,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,126,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.308,POINT (12.57727143108581 55.70403406865211),915,2357,Betalingsautomat,8580,BLÅ,,Østerbrogade,79,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.309,POINT (12.577242731417229 55.70277054191179),918,2358,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,57A,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.310,POINT (12.577240199820775 55.70175378235317),920,2359,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,53,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.311,POINT (12.575069021658985 55.7002086220418),925,2361,Betalingsautomat,8576,BLÅ,,Øster Allé,OF/3,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.312,POINT (12.575249630381025 55.69965704936432),819,2363,Betalingsautomat,8576,BLÅ,,ØSTER ALLÉ,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.313,POINT (12.577312188133583 55.70055220255465),922,2364,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,43,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.314,POINT (12.577618340557269 55.700387335538295),923,2365,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,82,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.315,POINT (12.577600421154084 55.70118126427168),921,2366,Betalingsautomat,8580,BLÅ,,ØSTERBROGADE,92,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.316,POINT (12.57767612347071 55.702070083687275),919,2367,Betalingsautomat,1068,BLÅ,,CARL JOHANS GADE,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.317,POINT (12.57761311380961 55.70314516526295),917,2368,Betalingsautomat,8580,Blå,,Østerbrogade,106,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.318,POINT (12.56881629215345 55.69310614914109),926,2370,Betalingsautomat,7316,BLÅ,FP,SØPASSAAGEN,18,Øvrige,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.319,POINT (12.59082395581307 55.70220111666585),1768,2371,Betalingsautomat,8572,BLÅ,RA,Østbanegade,,,,2013-08-01T09:50:24,2015-12-05T22:34:03
parkomat.320,POINT (12.588042141086165 55.7096838590961),1258,2372,Betalingsautomat,8572,BLÅ,,ØSTBANEGADE,177,Inventarzone,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.321,POINT (12.58671744021842 55.709350062092035),1259,2373,Betalingsautomat,4736,BLÅ,,MIDDELFARTGADE,10,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.322,POINT (12.585940427528248 55.70912773429301),1260,2374,Betalingsautomat,7996,BLÅ,,VARDEGADE,29,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.323,POINT (12.585438290205722 55.70818338722458),1261,2375,Betalingsautomat,6988,BLÅ,,STRANDBOULEVARDEN,112,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.324,POINT (12.586266256177344 55.708377273303),1262,2376,Betalingsautomat,7996,BLÅ,,VARDEGADE,19,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.325,POINT (12.587107110203432 55.7086809311057),1263,2377,Betalingsautomat,3000,Blå,,Holstebrogade,OF/6,,,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.326,POINT (12.588272098599553 55.70916803813041),1264,2378,Betalingsautomat,8572,BLÅ,,ØSTBANEGADE,169,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.327,POINT (12.588896496654582 55.70839681676172),1265,2379,Betalingsautomat,8572,BLÅ,,ØSTBANEGADE,157,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.328,POINT (12.588137675603503 55.70845658396302),1266,2380,Betalingsautomat,8452,BLÅ,,VORDINGBORGGADE,98,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.329,POINT (12.586555364557093 55.707821013152056),1267,2381,Betalingsautomat,7996,Blå,,Vardegade,15,,,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.330,POINT (12.586044460342373 55.707541794410616),1268,2382,Betalingsautomat,6988,BLÅ,,STRANDBOULEVARDEN,106,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.331,POINT (12.58699431587243 55.70699544633063),1269,2383,Betalingsautomat,7996,BLÅ,,VARDEGADE,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.332,POINT (12.587128425523478 55.706774776111885),1270,2384,Betalingsautomat,8696,BLÅ,,ÅRHUSGADE,102,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.333,POINT (12.588665500611626 55.70694302247268),1272,2386,Betalingsautomat,8696,BLÅ,,ÅRHUSGADE,112,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.334,POINT (12.588638726243035 55.70744769620864),1273,2387,Betalingsautomat,2860,BLÅ,,HERNINGGADE,4,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.335,POINT (12.589467274006587 55.7074009351209),1274,2388,Betalingsautomat,8572,BLÅ,,ØSTBANEGADE,145,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.336,POINT (12.58977491308225 55.7067361074669),1275,2389,Betalingsautomat,8572,BLÅ,,ØSTBANEGADE,135,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.337,POINT (12.58932101740796 55.706151313153406),1276,2390,Betalingsautomat,2956,BLÅ,,HJØRRINGGADE,18B,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.338,POINT (12.587650774048925 55.70598887796788),1277,2391,Betalingsautomat,2956,BLÅ,,HJØRRINGGADE,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.339,POINT (12.586826211870685 55.70601390745819),1278,2392,Betalingsautomat,6988,BLÅ,,STRANDBOULEVARDEN,90,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.340,POINT (12.587398178334613 55.7048210000112),1279,2393,Betalingsautomat,6988,BLÅ,,STRANDBOULEVARDEN,80,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.341,POINT (12.588351057166516 55.7044771617414),1280,2394,Betalingsautomat,2092,BLÅ,,GAMMEL KALKBRÆNDERI VEJ,43,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.342,POINT (12.589870631223217 55.704008090241615),1282,2396,Betalingsautomat,4668,BLÅ,,MARSTALSGADE,40,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.343,POINT (12.587998535028213 55.7039637148188),1283,2397,Betalingsautomat,6988,BLÅ,,STRANDBOULEVARDEN,72,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.344,POINT (12.588844868559002 55.70359756153522),1284,2398,Betalingsautomat,5044,BLÅ,,NORDRE FRIHAVNSGADE,85,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.345,POINT (12.590225055878605 55.70372984686221),1285,2399,Betalingsautomat,5044,BLÅ,,NORDRE FRIHAVNSGADE,97,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.346,POINT (12.589718881374466 55.70351462384246),1286,2401,Betalingsautomat,5044,BLÅ,RA,NORDRE FRIHAVNSGADE,100A,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.347,POINT (12.588398717359535 55.70280624665673),1287,2402,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,62B,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.348,POINT (12.58995594178008 55.703020389638),1288,2403,Betalingsautomat,4340,BLÅ,RA,LINDENOVSGADE,8,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.349,POINT (12.591041311529814 55.7025990891548),1289,2404,Betalingsautomat,3384,BLÅ,RA,JENS MUNKS GADE,24,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.350,POINT (12.589301792790142 55.702371460839736),1290,2405,Betalingsautomat,3056,BLÅ,RA,HOVGAARDSGADE,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.351,POINT (12.588767061310852 55.70218824722705),1291,2406,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,58,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.352,POINT (12.58986833821011 55.70142892184353),1292,2407,Betalingsautomat,5160,BLÅ,RA,NÆSTVEDGADE,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.353,POINT (12.589021301492657 55.701231524508735),1293,2408,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,33,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.354,POINT (12.589694298302947 55.700780441600116),1294,2409,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,44,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.355,POINT (12.591208849624392 55.70109859119598),1295,2410,Betalingsautomat,8572,BLÅ,RA,ØSTBANEGADE,83,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.356,POINT (12.591291149213115 55.700502410621006),1296,2411,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,66,"Blivende, eksisterende fortovsø",2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.357,POINT (12.590112666737257 55.700202330197705),1297,2412,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,64,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.358,POINT (12.589554794792088 55.70007752705646),1298,2413,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,62,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.359,POINT (12.588727456082617 55.699869848105685),1799,2414,Betalingsautomat,3008,,,Holsteinsgade,58,,,2015-12-05T22:35:33,2015-12-07T14:06:19
parkomat.360,POINT (12.587528444456828 55.69969670650441),1299,2415,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,45,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.361,POINT (12.588788203323737 55.699258480103325),1300,2416,Betalingsautomat,6840,BLÅ,RA,STEEN BILLES GADE,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.362,POINT (12.589919129867459 55.69957534743634),1301,2417,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,21,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.363,POINT (12.590247158318348 55.69965806346142),1302,2418,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,32,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.364,POINT (12.591382287088821 55.69982760210139),1303,2419,Betalingsautomat,8572,BLÅ,RA,ØSTBANEGADE,55,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.365,POINT (12.591306382482859 55.69910690446751),1304,2420,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,71,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.366,POINT (12.591005924616915 55.69885186652515),1305,2421,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,70,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.367,POINT (12.589289910889311 55.69843246221975),1306,2422,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,62,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.368,POINT (12.588680181776123 55.69846857502309),1307,2423,Betalingsautomat,1784,BLÅ,RA,FISKEDAMSGADE,2,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.369,POINT (12.588336570350245 55.69820189194087),1308,2424,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,58,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.370,POINT (12.586977662816698 55.69804534549935),1309,2425,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,49,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.371,POINT (12.587088846276469 55.69789716720197),1310,2426,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,50,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.372,POINT (12.586416288700383 55.697727837396386),1311,2427,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,48,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.373,POINT (12.585500803766049 55.6977204806549),1312,2428,Betalingsautomat,4356,BLÅ,RA,Lipkesgade,35,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.374,POINT (12.585444316084452 55.697486807126374),1313,2429,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,42,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.375,POINT (12.584190636303193 55.69737808759736),1314,2430,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,25,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.376,POINT (12.583978798251621 55.697137915245236),1315,2431,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,36,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.377,POINT (12.582278607934725 55.69693044688393),1316,2432,Betalingsautomat,1168,BLÅ,RA,Classensgade,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.378,POINT (12.581439820004018 55.69656932840049),1317,2434,Betalingsautomat,1168,BLÅ,RA,CLASSENSGADE,22,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.379,POINT (12.581740221915817 55.696810730613414),1318,2435,Betalingsautomat,1168,BLÅ,RA,Classensgade,11,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.380,POINT (12.579576459914438 55.697164786768816),1319,2436,Betalingsautomat,8580,BLÅ,RA,ØSTERBROGADE,52,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.381,POINT (12.58081302948872 55.69745777303369),1320,2437,Betalingsautomat,8356,BLÅ,RA,WILLEMOESGADE,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.382,POINT (12.58205211982777 55.69764128557978),1321,2438,Betalingsautomat,8356,BLÅ,RA,WILLEMOESGADE,18,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.383,POINT (12.583866842068785 55.69799089350615),1323,2439,Betalingsautomat,8356,BLÅ,RA,WILLEMOESGADE,34,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.384,POINT (12.58501805216482 55.6983656068403),1324,2440,Betalingsautomat,8356,BLÅ,RA,WILLEMOESGADE,51,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.385,POINT (12.586530161141457 55.698579768936504),1325,2441,Betalingsautomat,8356,BLÅ,RA,WILLEMOESGADE,58B,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.386,POINT (12.588061278239891 55.69893391608067),1326,2442,Betalingsautomat,8356,BLÅ,RA,Willemoesgade,66,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.387,POINT (12.587578418456431 55.69856801412838),1327,2443,Betalingsautomat,44,BLÅ,RA,AGGERSBORGGADE,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.388,POINT (12.58715039049173 55.699153201633194),1328,2444,Betalingsautomat,44,BLÅ,RA,AGGERSBORGGADE,8,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.389,POINT (12.5862567940759 55.69930343243342),1329,2445,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,42,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.390,POINT (12.584683492302034 55.69891994713354),1330,2446,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,30,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.391,POINT (12.585561282282766 55.69877388611822),1331,2447,Betalingsautomat,3008,BLÅ,RA,Holstebrogade,34,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.392,POINT (12.58368458072112 55.698694431690015),1332,2448,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,24,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.393,POINT (12.583134991790379 55.6984406781568),1333,2449,Betalingsautomat,3008,BLÅ,RA,HOLSTEINSGADE,16,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.394,POINT (12.58184470946497 55.698588530512225),1334,2450,Betalingsautomat,3008,BLÅ,RA,RINGSTEDGADE,2,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.395,POINT (12.580438349761279 55.69841698721874),1335,2451,Betalingsautomat,6564,BLÅ,RA,SLAGELSEGADE,16,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.396,POINT (12.580942297791315 55.69876252408919),1336,2452,Betalingsautomat,6744,BLÅ,RA,SORØGADE,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.397,POINT (12.579518692428934 55.69835510555879),1337,2453,Betalingsautomat,6564,BLÅ,RA,SLAGELSEGADE,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.398,POINT (12.580072753423552 55.697818493803666),1338,2454,Betalingsautomat,8580,BLÅ,RA,ØSTERBROGADE,56D,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.399,POINT (12.578986226249203 55.69883929580931),1339,2455,Betalingsautomat,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.400,POINT (12.579880130765343 55.698929331766855),1340,2456,Betalingsautomat,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,8,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.401,POINT (12.581108553661055 55.69928467401837),1341,2458,Betalingsautomat,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,19,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.402,POINT (12.583066716481735 55.699686706255406),1342,2459,Betalingsautomat,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,33,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.403,POINT (12.584197095451872 55.69985725919382),1343,2460,Betalingsautomat,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,38,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.404,POINT (12.585463495914135 55.70010864007203),1344,2461,Betalingsautomat,4364,BLÅ,RA,LIVJÆGERGADE,44,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.405,POINT (12.590931230681509 55.69700358918598),1348,2462,Betalingsautomat,6988,Blå,RA,Strandboulevarden,6,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.406,POINT (12.590469283175818 55.69730210411986),1349,2463,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,3,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.407,POINT (12.590736425528974 55.69781579488035),1350,2464,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,12,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.408,POINT (12.590870370182227 55.69850660579323),1351,2465,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,18,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.409,POINT (12.590320883007248 55.698200743768005),1352,2466,Betalingsautomat,6988,BLÅ,RA,STRANDBOULEVARDEN,7,Husmur,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.410,POINT (12.58925418098894 55.69735651239305),1353,2467,Betalingsautomat,204,BLÅ,RA,ARENDALSGADE,5,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.411,POINT (12.587897343874275 55.69716697756607),1354,2468,Betalingsautomat,4364,BLÅ,RA,LIVJÆGERGADE,14,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.412,POINT (12.586632346774001 55.69700896443276),1355,2469,Betalingsautomat,5008,BLÅ,RA,NORDBORGGADE,8,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.413,POINT (12.584632792844143 55.69699974313678),1356,2470,Betalingsautomat,7284,BLÅ,RA,SØNDERBORGGADE,1,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.414,POINT (12.583670998605674 55.69666974972222),1357,2471,Betalingsautomat,3596,BLÅ,RA,KASTELSVEJ,8,Husmur,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.415,POINT (12.584412079585885 55.6967506375987),1358,2472,Betalingsautomat,3596,BLÅ,RA,KASTELSVEJ,5,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.416,POINT (12.585606088554655 55.6966215060547),1359,2473,Betalingsautomat,4356,BLÅ,RA,LIPKESGADE,3,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.417,POINT (12.586525902286255 55.6965186123034),1360,2474,Betalingsautomat,5008,BLÅ,RA,NORDBORGGADE,1,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.418,POINT (12.587659002296524 55.696425067684594),1361,2475,Betalingsautomat,3596,BLÅ,RA,KASTELSVEJ,60,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.419,POINT (12.588946841542088 55.69671373674932),1362,2476,Betalingsautomat,3596,BLÅ,RA,Kastelsvej,25,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.420,POINT (12.589690044697747 55.696863265876246),1363,2477,Betalingsautomat,2632,BLÅ,RA,HARDANGERGADE,3,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.421,POINT (12.588735652746315 55.70064009243605),1366,2479,Betalingsautomat,5648,BLÅ,RA,PRÆSTØGADE,13,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.422,POINT (12.587620238579776 55.70094399867077),1367,2480,Betalingsautomat,5160,BLÅ,RA,NÆSTVEDGADE,20,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.423,POINT (12.588710106033002 55.70119301857869),1368,2481,Betalingsautomat,5160,BLÅ,RA,NÆSTVEDGADE,28,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.424,POINT (12.587113331306051 55.700919178915505),1369,2482,Betalingsautomat,5160,BLÅ,RA,NÆSTVEDGADE,42,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.425,POINT (12.586214740516843 55.70052408032636),1370,2483,Betalingsautomat,5160,BLÅ,RA,NÆSTVEDGADE,6B,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.426,POINT (12.584681033892455 55.7005760703215),1371,2484,Betalingsautomat,5948,BLÅ,RA,ROSENVÆNGETS ALLÉ,48,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.427,POINT (12.582368370413258 55.70031613586297),1372,2485,Betalingsautomat,5956,BLÅ,RA,ROSENVÆNGETS SIDEALLÉ,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.428,POINT (12.580667221072943 55.69998548675175),1373,2486,Betalingsautomat,1704,BLÅ,RA,FAKSEGADE,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.429,POINT (12.57892525818603 55.69972990077918),1374,2487,Betalingsautomat,5228,BLÅ,RA,ODENSEGADE,5,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
parkomat.430,POINT (12.580099614272122 55.70003231810365),1375,2488,Betalingsautomat,5228,BLÅ,RA,ODENSEGADE,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03
