,LAT,LOCATION,LON,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
"(40.6314562, -73.9922469)",40.6314562,32, -73.9922469,6.0,0.0
"(40.6314563, -73.8902819)",40.6314563,4, -73.8902819,0.0,0.0
"(40.6314576, -74.1580743)",40.6314576,4, -74.1580743,7.0,0.0
"(40.6314641, -74.0277916)",40.6314641,56, -74.0277916,15.0,0.0
"(40.6314655, -73.8884661)",40.6314655,1, -73.8884661,0.0,0.0
"(40.631468, -74.0826002)",40.631468,5, -74.0826002,4.0,0.0
"(40.6314722, -73.9195434)",40.6314722,32, -73.9195434,7.0,0.0
"(40.6314859, -74.0137265)",40.6314859,9, -74.0137265,7.0,0.0
"(40.6314942, -73.9718517)",40.6314942,58, -73.9718517,19.0,0.0
"(40.6314956, -74.0218255)",40.6314956,1, -74.0218255,0.0,0.0
"(40.631503, -74.1257721)",40.631503,1, -74.1257721,0.0,0.0
"(40.6315031, -74.0029507)",40.6315031,34, -74.0029507,9.0,0.0
"(40.6315043, -74.0891573)",40.6315043,1, -74.0891573,0.0,0.0
"(40.631506, -74.0247905)",40.631506,24, -74.0247905,8.0,0.0
"(40.6315098, -73.9684111)",40.6315098,12, -73.9684111,3.0,0.0
"(40.6315322, -74.1189845)",40.6315322,1, -74.1189845,0.0,0.0
"(40.6315356, -73.9282152)",40.6315356,1, -73.9282152,1.0,0.0
"(40.631544, -74.1489018)",40.631544,7, -74.1489018,2.0,0.0
"(40.6315459, -74.1536647)",40.6315459,1, -74.1536647,0.0,0.0
"(40.6315501, -73.9063212)",40.6315501,5, -73.9063212,2.0,0.0
"(40.6315536, -73.8976277)",40.6315536,4, -73.8976277,1.0,0.0
"(40.6315685, -73.9123486)",40.6315685,6, -73.9123486,3.0,0.0
"(40.6315703, -74.0774916)",40.6315703,5, -74.0774916,0.0,0.0
"(40.6315744, -73.9954605)",40.6315744,27, -73.9954605,3.0,0.0
"(40.6315818, -73.9475439)",40.6315818,76, -73.9475439,9.0,0.0
"(40.6315901, -74.1383711)",40.6315901,1, -74.1383711,0.0,0.0
"(40.6315944, -74.1603876)",40.6315944,3, -74.1603876,0.0,0.0
"(40.6315982, -73.9849297)",40.6315982,20, -73.9849297,5.0,0.0
"(40.6315983, -74.0984201)",40.6315983,1, -74.0984201,0.0,0.0
"(40.6316133, -74.1350206)",40.6316133,1, -74.1350206,0.0,0.0
"(40.6316141, -74.1319186)",40.6316141,1, -74.1319186,0.0,0.0
"(40.6316153, -73.9089439)",40.6316153,4, -73.9089439,1.0,0.0
"(40.6316291, -74.0077387)",40.6316291,18, -74.0077387,1.0,0.0
"(40.6316419, -74.1617171)",40.6316419,2, -74.1617171,1.0,0.0
"(40.6316482, -74.0876191)",40.6316482,18, -74.0876191,5.0,0.0
"(40.6316677, -73.995619)",40.6316677,14, -73.995619,3.0,0.0
"(40.6316686, -74.1170825)",40.6316686,1, -74.1170825,0.0,0.0
"(40.631672, -73.946762)",40.631672,3, -73.946762,1.0,0.0
"(40.6316761, -74.1304704)",40.6316761,2, -74.1304704,0.0,0.0
"(40.6316877, -74.0217355)",40.6316877,43, -74.0217355,7.0,0.0
"(40.6316924, -74.0063373)",40.6316924,7, -74.0063373,0.0,0.0
"(40.6316959, -74.1028913)",40.6316959,1, -74.1028913,0.0,0.0
"(40.6317075, -73.946481)",40.6317075,162, -73.946481,65.0,0.0
"(40.6317102, -74.1166647)",40.6317102,8, -74.1166647,1.0,0.0
"(40.6317158, -73.9820907)",40.6317158,1, -73.9820907,0.0,0.0
"(40.6317163, -74.0384018)",40.6317163,1, -74.0384018,1.0,0.0
"(40.6317176, -74.0901771)",40.6317176,3, -74.0901771,0.0,0.0
"(40.6317239, -74.09592)",40.6317239,22, -74.09592,5.0,0.0
"(40.6317275, -74.1382309)",40.6317275,1, -74.1382309,2.0,0.0
"(40.631729, -74.1248934)",40.631729,35, -74.1248934,10.0,0.0
"(40.6317348, -74.1083892)",40.6317348,1, -74.1083892,0.0,0.0
"(40.6317495, -74.1512261)",40.6317495,6, -74.1512261,0.0,0.0
"(40.6317633, -74.0979916)",40.6317633,5, -74.0979916,2.0,0.0
"(40.6317785, -73.9456163)",40.6317785,18, -73.9456163,4.0,0.0
"(40.6317829, -73.8902886)",40.6317829,3, -73.8902886,0.0,0.0
"(40.6317901, -74.1242054)",40.6317901,1, -74.1242054,0.0,0.0
"(40.6317925, -73.9807216)",40.6317925,13, -73.9807216,7.0,0.0
"(40.6317964, -74.0760472)",40.6317964,4, -74.0760472,0.0,0.0
"(40.6317986, -73.9015904)",40.6317986,6, -73.9015904,0.0,0.0
"(40.6318045, -73.9882982)",40.6318045,12, -73.9882982,4.0,0.0
"(40.63181, -73.8927708)",40.63181,22, -73.8927708,11.0,0.0
"(40.6318344, -74.1238596)",40.6318344,5, -74.1238596,0.0,0.0
"(40.6318384, -73.944629)",40.6318384,27, -73.944629,4.0,0.0
"(40.6318443, -74.1522135)",40.6318443,3, -74.1522135,0.0,0.0
"(40.6318561, -73.9838308)",40.6318561,1, -73.9838308,0.0,0.0
"(40.6318678, -74.0760293)",40.6318678,1, -74.0760293,2.0,0.0
"(40.6318737, -73.9989804)",40.6318737,6, -73.9989804,0.0,0.0
"(40.6318786, -74.1071861)",40.6318786,2, -74.1071861,0.0,0.0
"(40.6318818, -73.9953957)",40.6318818,8, -73.9953957,0.0,0.0
"(40.6318983, -73.9436599)",40.6318983,17, -73.9436599,2.0,0.0
"(40.6318985, -74.097156)",40.6318985,10, -74.097156,8.0,0.0
"(40.6319062, -74.0097059)",40.6319062,28, -74.0097059,1.0,0.0
"(40.6319213, -73.9675498)",40.6319213,16, -73.9675498,3.0,0.0
"(40.6319237, -73.9666599)",40.6319237,20, -73.9666599,3.0,0.0
"(40.6319271, -73.8889841)",40.6319271,5, -73.8889841,0.0,0.0
"(40.631931, -74.0364276)",40.631931,9, -74.0364276,0.0,0.0
"(40.6319342, -73.9131984)",40.6319342,14, -73.9131984,2.0,0.0
"(40.6319531, -74.1466618)",40.6319531,10, -74.1466618,2.0,0.0
"(40.6319582, -73.9427303)",40.6319582,10, -73.9427303,2.0,0.0
"(40.631961, -74.0275756)",40.631961,1, -74.0275756,0.0,0.0
"(40.6319646, -74.1227934)",40.6319646,10, -74.1227934,1.0,0.0
"(40.631966, -74.153608)",40.631966,1, -74.153608,0.0,0.0
"(40.6319694, -74.0759573)",40.6319694,33, -74.0759573,5.0,0.0
"(40.6319862, -73.9093397)",40.6319862,1, -73.9093397,0.0,0.0
"(40.6320129, -74.0131754)",40.6320129,26, -74.0131754,3.0,0.0
"(40.6320133, -73.9056036)",40.6320133,11, -73.9056036,4.0,0.0
"(40.6320154, -73.9417575)",40.6320154,22, -73.9417575,12.0,0.0
"(40.6320161, -73.9916632)",40.6320161,24, -73.9916632,3.0,0.0
"(40.6320215, -73.9487613)",40.6320215,7, -73.9487613,2.0,0.0
"(40.6320225, -74.105983)",40.6320225,4, -74.105983,1.0,0.0
"(40.632028, -74.0334482)",40.632028,2, -74.0334482,1.0,0.0
"(40.6320387, -73.9655322)",40.6320387,4, -73.9655322,1.0,0.0
"(40.6320498, -73.8968596)",40.6320498,18, -73.8968596,17.0,1.0
"(40.6320564, -74.1408147)",40.6320564,1, -74.1408147,0.0,0.0
"(40.6320672, -73.9186024)",40.6320672,157, -73.9186024,64.0,0.0
"(40.6320753, -73.9407883)",40.6320753,3, -73.9407883,0.0,0.0
"(40.6320791, -74.1552151)",40.6320791,4, -74.1552151,0.0,0.0
"(40.632085, -74.002349)",40.632085,13, -74.002349,2.0,0.0
"(40.6320902, -74.008517)",40.6320902,1, -74.008517,0.0,0.0
"(40.6320904, -73.9743194)",40.6320904,17, -73.9743194,4.0,0.0
"(40.632092, -74.121684)",40.632092,15, -74.121684,7.0,0.0
"(40.6321002, -74.0304723)",40.6321002,14, -74.0304723,5.0,0.0
"(40.6321041, -73.9933421)",40.6321041,1, -73.9933421,0.0,0.0
"(40.6321066, -73.9282758)",40.6321066,1, -73.9282758,0.0,0.0
"(40.6321095, -74.0070218)",40.6321095,17, -74.0070218,8.0,0.0
"(40.6321208, -74.1328311)",40.6321208,5, -74.1328311,3.0,0.0
"(40.632129, -73.964599)",40.632129,12, -73.964599,0.0,0.0
"(40.6321304, -74.1475197)",40.6321304,1, -74.1475197,1.0,0.0
"(40.6321352, -73.9398551)",40.6321352,2, -73.9398551,0.0,0.0
"(40.6321414, -74.104996)",40.6321414,3, -74.104996,0.0,0.0
"(40.6321467, -73.9527315)",40.6321467,55, -73.9527315,18.0,0.0
"(40.6321502, -74.1652455)",40.6321502,2, -74.1652455,0.0,0.0
"(40.6321559, -74.0275073)",40.6321559,32, -74.0275073,3.0,0.0
"(40.6321581, -73.9843459)",40.6321581,23, -73.9843459,10.0,0.0
"(40.6321651, -74.1663299)",40.6321651,7, -74.1663299,1.0,0.0
"(40.6321675, -74.0245206)",40.6321675,17, -74.0245206,3.0,0.0
"(40.6321908, -74.0887727)",40.6321908,9, -74.0887727,2.0,0.0
"(40.6321923, -73.9389255)",40.6321923,3, -73.9389255,0.0,0.0
"(40.632206, -73.9095988)",40.632206,16, -73.9095988,9.0,0.0
"(40.6322129, -73.8921577)",40.6322129,23, -73.8921577,5.0,0.0
"(40.632227, -73.9370052)",40.632227,1, -73.9370052,0.0,0.0
"(40.6322304, -73.9950354)",40.6322304,17, -73.9950354,2.0,0.0
"(40.6322387, -74.0871407)",40.6322387,22, -74.0871407,8.0,0.0
"(40.6322388, -74.1204377)",40.6322388,17, -74.1204377,11.0,0.0
"(40.6322495, -73.9636731)",40.6322495,3, -73.9636731,2.0,0.0
"(40.6322506, -73.9517658)",40.6322506,4, -73.9517658,2.0,0.0
"(40.6322523, -74.0057609)",40.6322523,7, -74.0057609,1.0,0.0
"(40.6322564, -74.1294772)",40.6322564,2, -74.1294772,0.0,0.0
"(40.6322619, -73.9008728)",40.6322619,7, -73.9008728,0.0,0.0
"(40.6322738, -73.9720063)",40.6322738,35, -73.9720063,8.0,0.0
"(40.6322798, -74.0834371)",40.6322798,27, -74.0834371,8.0,0.0
"(40.6322874, -74.0378978)",40.6322874,4, -74.0378978,0.0,0.0
"(40.6322943, -73.966775)",40.6322943,76, -73.966775,15.0,0.0
"(40.6322999, -73.9785165)",40.6322999,5, -73.9785165,2.0,0.0
"(40.6323035, -74.0771214)",40.6323035,3, -74.0771214,2.0,0.0
"(40.6323095, -73.9484116)",40.6323095,6, -73.9484116,0.0,0.0
"(40.6323121, -73.9370159)",40.6323121,42, -73.9370159,20.0,0.0
"(40.6323137, -73.9302715)",40.6323137,6, -73.9302715,1.0,0.0
"(40.6323333, -74.0185292)",40.6323333,15, -74.0185292,8.0,0.0
"(40.6323545, -73.9508362)",40.6323545,8, -73.9508362,0.0,0.0
"(40.6323548, -74.0214547)",40.6323548,1, -74.0214547,0.0,0.0
"(40.6323551, -73.9801414)",40.6323551,12, -73.9801414,3.0,0.0
"(40.6323671, -73.9877145)",40.6323671,18, -73.9877145,7.0,0.0
"(40.6323709, -74.1301655)",40.6323709,2, -74.1301655,0.0,0.0
"(40.6323719, -73.9360467)",40.6323719,6, -73.9360467,1.0,0.0
"(40.6323896, -74.1282164)",40.6323896,2, -74.1282164,0.0,0.0
"(40.6323911, -74.1191662)",40.6323911,7, -74.1191662,4.0,0.0
"(40.6323924, -73.9952911)",40.6323924,18, -73.9952911,7.0,0.0
"(40.632429, -73.9351172)",40.632429,8, -73.9351172,1.0,0.0
"(40.6324364, -73.9983968)",40.6324364,6, -73.9983968,0.0,0.0
"(40.6324369, -73.8881726)",40.6324369,65, -73.8881726,20.0,0.0
"(40.6324393, -74.1093198)",40.6324393,1, -74.1093198,0.0,0.0
"(40.6324635, -74.0091187)",40.6324635,6, -74.0091187,0.0,0.0
"(40.6324739, -73.9048932)",40.6324739,11, -73.9048932,4.0,0.0
"(40.6324912, -73.9495932)",40.6324912,13, -73.9495932,3.0,0.0
"(40.6324916, -73.9341443)",40.6324916,18, -73.9341443,14.0,0.0
"(40.6325075, -74.1570752)",40.6325075,1, -74.1570752,0.0,0.0
"(40.6325199, -74.018958)",40.6325199,1, -74.018958,0.0,0.0
"(40.6325212, -74.1181036)",40.6325212,2, -74.1181036,0.0,0.0
"(40.6325279, -74.1085382)",40.6325279,3, -74.1085382,0.0,0.0
"(40.6325459, -73.8960914)",40.6325459,5, -73.8960914,6.0,0.0
"(40.6325487, -73.9331751)",40.6325487,13, -73.9331751,7.0,0.0
"(40.6325499, -74.0779467)",40.6325499,2, -74.0779467,1.0,0.0
"(40.63255, -74.1581309)",40.63255,1, -74.1581309,0.0,0.0
"(40.6325615, -73.9608591)",40.6325615,6, -73.9608591,4.0,0.0
"(40.6325733, -73.991083)",40.6325733,22, -73.991083,7.0,0.0
"(40.6325799, -74.0213755)",40.6325799,40, -74.0213755,4.0,0.0
"(40.6325844, -74.0063049)",40.6325844,19, -74.0063049,3.0,0.0
"(40.6325887, -74.0956402)",40.6325887,4, -74.0956402,0.0,0.0
"(40.6326058, -73.9322419)",40.6326058,4, -73.9322419,4.0,0.0
"(40.6326199, -73.9731951)",40.6326199,21, -73.9731951,7.0,0.0
"(40.6326333, -74.0125342)",40.6326333,107, -74.0125342,25.0,0.0
"(40.6326369, -74.1254752)",40.6326369,3, -74.1254752,0.0,0.0
"(40.6326447, -73.9126354)",40.6326447,6, -73.9126354,2.0,0.0
"(40.632645, -74.0017618)",40.632645,11, -74.0017618,1.0,0.0
"(40.6326599, -73.9598935)",40.6326599,31, -73.9598935,22.0,0.0
"(40.632664, -74.036129)",40.632664,2, -74.036129,0.0,0.0
"(40.6326656, -73.9312727)",40.6326656,10, -73.9312727,6.0,0.0
"(40.632671, -73.9310602)",40.632671,1, -73.9310602,0.0,0.0
"(40.6326723, -74.0755798)",40.6326723,4, -74.0755798,0.0,0.0
"(40.6326749, -74.1007851)",40.6326749,1, -74.1007851,0.0,0.0
"(40.6326762, -74.1168357)",40.6326762,22, -74.1168357,11.0,0.0
"(40.6326785, -74.0898074)",40.6326785,2, -74.0898074,0.0,0.0
"(40.6326854, -74.1073459)",40.6326854,4, -74.1073459,0.0,0.0
"(40.6327012, -74.1051013)",40.6327012,1, -74.1051013,0.0,0.0
"(40.6327076, -74.0272949)",40.6327076,1, -74.0272949,0.0,0.0
"(40.6327179, -73.9837621)",40.6327179,23, -73.9837621,5.0,0.0
"(40.6327192, -74.1464221)",40.6327192,3, -74.1464221,1.0,0.0
"(40.6327199, -73.8913715)",40.6327199,21, -73.8913715,8.0,0.0
"(40.6327214, -73.9088487)",40.6327214,5, -73.9088487,2.0,0.0
"(40.6327254, -73.9303143)",40.6327254,1, -73.9303143,0.0,0.0
"(40.6327351, -74.1551698)",40.6327351,1, -74.1551698,1.0,0.0
"(40.6327363, -74.0331567)",40.6327363,15, -74.0331567,4.0,0.0
"(40.6327456, -74.1239802)",40.6327456,2, -74.1239802,0.0,0.0
"(40.6327539, -74.1534909)",40.6327539,1, -74.1534909,0.0,0.0
"(40.6327553, -73.9298351)",40.6327553,45, -73.9298351,20.0,0.0
"(40.6327717, -74.0900381)",40.6327717,11, -74.0900381,4.0,0.0
"(40.6327749, -73.9589603)",40.6327749,7, -73.9589603,0.0,0.0
"(40.6327848, -73.9944517)",40.6327848,45, -73.9944517,9.0,0.0
"(40.6327855, -74.1371126)",40.6327855,4, -74.1371126,2.0,0.0
"(40.632788, -73.9293595)",40.632788,6, -73.9293595,1.0,0.0
"(40.632792, -74.0301916)",40.632792,14, -74.0301916,0.0,0.0
"(40.6327947, -74.134043)",40.6327947,3, -74.134043,0.0,0.0
"(40.6328186, -73.9102789)",40.6328186,4, -73.9102789,0.0,0.0
"(40.6328265, -74.1061536)",40.6328265,2, -74.1061536,0.0,0.0
"(40.6328292, -73.9656795)",40.6328292,15, -73.9656795,5.0,0.0
"(40.6328342, -74.005152)",40.6328342,15, -74.005152,6.0,0.0
"(40.6328366, -74.0272301)",40.6328366,28, -74.0272301,7.0,0.0
"(40.6328477, -73.9283651)",40.6328477,73, -73.9283651,21.0,0.0
"(40.6328593, -74.0242362)",40.6328593,17, -74.0242362,3.0,0.0
"(40.6328808, -74.0067805)",40.6328808,1, -74.0067805,0.0,0.0
"(40.6328839, -74.097197)",40.6328839,3, -74.097197,1.0,0.0
"(40.6328848, -74.0197363)",40.6328848,3, -74.0197363,1.0,0.0
"(40.6328856, -73.9476978)",40.6328856,167, -73.9476978,38.0,0.0
"(40.6328868, -74.0790892)",40.6328868,3, -74.0790892,0.0,0.0
"(40.632898, -73.9577461)",40.632898,39, -73.9577461,17.0,0.0
"(40.6329102, -73.9273562)",40.6329102,6, -73.9273562,0.0,0.0
"(40.6329121, -73.9795576)",40.6329121,8, -73.9795576,3.0,0.0
"(40.632918, -73.9688932)",40.632918,9, -73.9688932,3.0,0.0
"(40.632927, -73.9871307)",40.632927,17, -73.9871307,4.0,0.0
"(40.6329536, -73.9041503)",40.6329536,15, -73.9041503,12.0,0.0
"(40.6329545, -73.9197037)",40.6329545,1, -73.9197037,1.0,0.0
"(40.6329673, -73.926423)",40.6329673,6, -73.926423,2.0,0.0
"(40.6329899, -73.8954026)",40.6329899,4, -73.8954026,0.0,0.0
"(40.6329918, -74.1141521)",40.6329918,7, -74.1141521,4.0,0.0
"(40.6329963, -73.9978131)",40.6329963,10, -73.9978131,3.0,0.0
"(40.6329998, -74.1603405)",40.6329998,1, -74.1603405,0.0,0.0
"(40.6330046, -73.95673)",40.6330046,7, -73.95673,6.0,0.0
"(40.6330098, -73.9638132)",40.6330098,4, -73.9638132,1.0,0.0
"(40.633027, -73.9254574)",40.633027,12, -73.9254574,6.0,0.0
"(40.6330289, -74.0085387)",40.6330289,10, -74.0085387,0.0,0.0
"(40.6330298, -74.1394261)",40.6330298,1, -74.1394261,0.0,0.0
"(40.6330333, -74.0182447)",40.6330333,10, -74.0182447,1.0,0.0
"(40.6330367, -73.9156)",40.6330367,2, -73.9156,3.0,0.0
"(40.6330437, -73.9786496)",40.6330437,10, -73.9786496,3.0,0.0
"(40.6330818, -74.1031888)",40.6330818,1, -74.1031888,0.0,0.0
"(40.633084, -74.0055664)",40.633084,59, -74.0055664,17.0,0.0
"(40.6330895, -73.9244881)",40.6330895,6, -73.9244881,1.0,0.0
"(40.6330979, -74.0251766)",40.6330979,1, -74.0251766,0.0,0.0
"(40.633111, -73.9721609)",40.633111,178, -73.9721609,63.0,0.0
"(40.6331168, -73.9557896)",40.6331168,5, -73.9557896,2.0,0.0
"(40.6331171, -73.9995064)",40.6331171,1, -73.9995064,0.0,0.0
"(40.6331308, -74.0753498)",40.6331308,17, -74.0753498,5.0,0.0
"(40.6331359, -73.9904957)",40.6331359,23, -73.9904957,9.0,0.0
"(40.6331389, -74.1179426)",40.6331389,1, -74.1179426,0.0,0.0
"(40.6331466, -73.9235549)",40.6331466,10, -73.9235549,1.0,0.0
"(40.6331508, -73.9670268)",40.6331508,9, -73.9670268,2.0,0.0
"(40.6331533, -73.9776156)",40.6331533,36, -73.9776156,8.0,0.0
"(40.6331537, -74.1169338)",40.6331537,1, -74.1169338,0.0,0.0
"(40.6331602, -74.013399)",40.6331602,1, -74.013399,0.0,0.0
"(40.6331626, -74.0163857)",40.6331626,3, -74.0163857,2.0,0.0
"(40.6331723, -74.093573)",40.6331723,3, -74.093573,0.0,0.0
"(40.633179, -74.0954465)",40.633179,5, -74.0954465,2.0,0.0
"(40.6331847, -73.9081347)",40.6331847,9, -73.9081347,6.0,0.0
"(40.6331856, -73.8994483)",40.6331856,3, -73.8994483,2.0,0.0
"(40.6331866, -74.0928993)",40.6331866,1, -74.0928993,0.0,0.0
"(40.6331915, -74.0789923)",40.6331915,5, -74.0789923,0.0,0.0
"(40.633205, -74.0351782)",40.633205,1, -74.0351782,0.0,0.0
"(40.633209, -73.9225857)",40.633209,24, -73.9225857,10.0,0.0
"(40.6332104, -74.0011781)",40.6332104,9, -74.0011781,0.0,0.0
"(40.633218, -73.95486)",40.633218,5, -73.95486,1.0,0.0
"(40.6332189, -73.9294023)",40.6332189,7, -73.9294023,2.0,0.0
"(40.6332268, -73.9951794)",40.6332268,38, -73.9951794,13.0,0.0
"(40.6332297, -73.9648002)",40.6332297,10, -73.9648002,2.0,0.0
"(40.6332345, -74.0119074)",40.6332345,58, -74.0119074,10.0,0.0
"(40.6332432, -73.9332537)",40.6332432,6, -73.9332537,1.0,0.0
"(40.6332575, -74.1119548)",40.6332575,13, -74.1119548,2.0,0.0
"(40.633277, -73.9216165)",40.633277,5, -73.9216165,3.0,0.0
"(40.6332778, -73.9831783)",40.6332778,22, -73.9831783,2.0,0.0
"(40.6332845, -73.8904987)",40.6332845,25, -73.8904987,5.0,0.0
"(40.6332894, -73.9121338)",40.6332894,6, -73.9121338,0.0,0.0
"(40.6332903, -73.9764338)",40.6332903,15, -73.9764338,12.0,0.0
"(40.6333035, -74.0260378)",40.6333035,3, -74.0260378,0.0,0.0
"(40.6333191, -73.9610028)",40.6333191,3, -73.9610028,3.0,0.0
"(40.6333192, -73.953934)",40.6333192,2, -73.953934,1.0,0.0
"(40.6333237, -73.9787036)",40.6333237,4, -73.9787036,1.0,0.0
"(40.6333269, -74.0925212)",40.6333269,8, -74.0925212,0.0,0.0
"(40.6333313, -73.9206833)",40.6333313,14, -73.9206833,0.0,0.0
"(40.6333434, -74.1365409)",40.6333434,3, -74.1365409,1.0,0.0
"(40.6333475, -73.9938643)",40.6333475,37, -73.9938643,7.0,0.0
"(40.6333513, -74.1169594)",40.6333513,4, -74.1169594,0.0,0.0
"(40.6333529, -73.9202437)",40.6333529,1, -73.9202437,2.0,0.0
"(40.6333618, -74.0230727)",40.6333618,1, -74.0230727,0.0,0.0
"(40.633368, -73.9108907)",40.633368,6, -73.9108907,1.0,0.0
"(40.6333695, -74.0358376)",40.6333695,9, -74.0358376,2.0,0.0
"(40.6333709, -74.0923555)",40.6333709,1, -74.0923555,0.0,0.0
"(40.6333721, -74.0263729)",40.6333721,1, -74.0263729,0.0,0.0
"(40.6333738, -74.110903)",40.6333738,9, -74.110903,2.0,0.0
"(40.6333748, -74.1008366)",40.6333748,3, -74.1008366,0.0,0.0
"(40.633382, -73.9313513)",40.633382,3, -73.9313513,1.0,0.0
"(40.6333862, -73.9755114)",40.6333862,9, -73.9755114,0.0,0.0
"(40.633399, -73.9866514)",40.633399,1, -73.9866514,0.0,0.0
"(40.6334065, -73.8947606)",40.6334065,10, -73.8947606,9.0,0.0
"(40.6334134, -74.0045504)",40.6334134,7, -74.0045504,4.0,0.0
"(40.633428, -74.032876)",40.633428,6, -74.032876,1.0,0.0
"(40.6334286, -73.9529755)",40.6334286,31, -73.9529755,24.0,0.0
"(40.6334321, -74.165191)",40.6334321,1, -74.165191,0.0,0.0
"(40.6334333, -73.9034074)",40.6334333,13, -73.9034074,7.0,0.0
"(40.6334362, -73.8828892)",40.6334362,22, -73.8828892,0.0,0.0
"(40.6334491, -74.0050008)",40.6334491,1, -74.0050008,0.0,0.0
"(40.6334526, -74.0861443)",40.6334526,1, -74.0861443,0.0,0.0
"(40.6334622, -74.0765355)",40.6334622,10, -74.0765355,4.0,0.0
"(40.633468, -74.0092846)",40.633468,1, -74.0092846,0.0,0.0
"(40.6334692, -74.0210119)",40.6334692,60, -74.0210119,12.0,0.0
"(40.6334738, -73.9204129)",40.6334738,1, -73.9204129,0.0,0.0
"(40.6334755, -74.0299145)",40.6334755,12, -74.0299145,4.0,0.0
"(40.6334775, -73.9789737)",40.6334775,15, -73.9789737,7.0,0.0
"(40.633479, -74.1284419)",40.633479,1, -74.1284419,1.0,0.0
"(40.633484, -74.0139395)",40.633484,2, -74.0139395,0.0,0.0
"(40.6334868, -73.9865469)",40.6334868,25, -73.9865469,5.0,0.0
"(40.6334872, -74.009317)",40.6334872,1, -74.009317,0.0,0.0
"(40.6334876, -73.9745818)",40.6334876,7, -73.9745818,2.0,0.0
"(40.6334979, -74.1335724)",40.6334979,1, -74.1335724,0.0,0.0
"(40.6335147, -74.0269494)",40.6335147,25, -74.0269494,3.0,0.0
"(40.6335165, -73.9693901)",40.6335165,11, -73.9693901,0.0,0.0
"(40.6335249, -74.1616568)",40.6335249,1, -74.1616568,0.0,0.0
"(40.6335298, -73.9520099)",40.6335298,15, -73.9520099,4.0,0.0
"(40.6335409, -74.0992516)",40.6335409,1, -74.0992516,0.0,0.0
"(40.6335515, -74.160331)",40.6335515,1, -74.160331,0.0,0.0
"(40.6335562, -73.9972294)",40.6335562,6, -73.9972294,2.0,0.0
"(40.6335808, -74.0048206)",40.6335808,24, -74.0048206,4.0,0.0
"(40.6335834, -74.0079623)",40.6335834,11, -74.0079623,0.0,0.0
"(40.6335917, -73.9736523)",40.6335917,16, -73.9736523,7.0,0.0
"(40.6336053, -73.9162226)",40.6336053,49, -73.9162226,10.0,0.0
"(40.633624, -74.0142061)",40.633624,1, -74.0142061,0.0,0.0
"(40.6336364, -73.9510587)",40.6336364,17, -73.9510587,0.0,0.0
"(40.6336381, -74.0369258)",40.6336381,12, -74.0369258,7.0,0.0
"(40.6336402, -74.0849124)",40.6336402,5, -74.0849124,2.0,0.0
"(40.6336439, -73.9639425)",40.6336439,17, -73.9639425,8.0,0.0
"(40.6336441, -74.1421403)",40.6336441,4, -74.1421403,3.0,0.0
"(40.6336452, -73.9074207)",40.6336452,10, -73.9074207,0.0,0.0
"(40.6336613, -74.0823147)",40.6336613,1, -74.0823147,0.0,0.0
"(40.6336696, -73.9787683)",40.6336696,3, -73.9787683,2.0,0.0
"(40.6336696, -74.1143046)",40.6336696,2, -74.1143046,0.0,0.0
"(40.6336711, -74.1284711)",40.6336711,17, -74.1284711,3.0,0.0
"(40.6336728, -74.1294403)",40.6336728,20, -74.1294403,8.0,0.0
"(40.6336734, -74.0142565)",40.6336734,1, -74.0142565,0.0,0.0
"(40.6336818, -73.8986765)",40.6336818,20, -73.8986765,7.0,0.0
"(40.6336958, -73.9899156)",40.6336958,26, -73.9899156,7.0,0.0
"(40.6337025, -73.9671851)",40.6337025,40, -73.9671851,17.0,0.0
"(40.6337066, -74.0114067)",40.6337066,2, -74.0114067,0.0,0.0
"(40.63372, -73.9708744)",40.63372,12, -73.9708744,0.0,0.0
"(40.6337239, -74.0238834)",40.6337239,49, -74.0238834,12.0,0.0
"(40.6337305, -74.0179495)",40.6337305,6, -74.0179495,2.0,0.0
"(40.633745, -73.9722831)",40.633745,15, -73.9722831,3.0,0.0
"(40.6337532, -74.1533347)",40.6337532,1, -74.1533347,2.0,0.0
"(40.6337563, -74.1550677)",40.6337563,3, -74.1550677,1.0,0.0
"(40.6337635, -74.0852007)",40.6337635,4, -74.0852007,0.0,0.0
"(40.6337648, -74.0005981)",40.6337648,13, -74.0005981,4.0,0.0
"(40.6337696, -74.0128082)",40.6337696,1, -74.0128082,0.0,0.0
"(40.6337713, -74.1272427)",40.6337713,1, -74.1272427,0.0,0.0
"(40.6337915, -74.1427748)",40.6337915,1, -74.1427748,1.0,0.0
"(40.6337945, -74.0113274)",40.6337945,35, -74.0113274,2.0,1.0
"(40.6337998, -74.0281168)",40.6337998,1, -74.0281168,0.0,0.0
"(40.6338025, -73.8896944)",40.6338025,110, -73.8896944,46.0,0.0
"(40.6338085, -74.0873265)",40.6338085,1, -74.0873265,0.0,0.0
"(40.6338178, -74.117043)",40.6338178,2, -74.117043,1.0,0.0
"(40.6338376, -73.9825981)",40.6338376,19, -73.9825981,6.0,0.0
"(40.633857, -73.9114377)",40.633857,48, -73.9114377,22.0,0.0
"(40.6338578, -74.1259566)",40.6338578,26, -74.1259566,12.0,0.0
"(40.6338615, -74.1300171)",40.6338615,1, -74.1300171,0.0,0.0
