,PdDistrict,X,Y,K3,K2,K4,K5,K6
670,TENDERLOIN,-122.406401668,37.7866144613,1,0,0,4,1
724,TENDERLOIN,-122.408201657,37.7868849113,1,0,0,4,1
727,TENDERLOIN,-122.408231026,37.787359495,1,0,0,4,1
1105,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1106,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1108,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1118,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1157,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1158,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1159,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1160,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1192,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1193,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1231,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1232,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1275,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1277,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1294,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1299,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1301,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1302,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1313,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1314,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1316,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1320,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1324,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1327,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1328,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1329,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1351,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
1354,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
2251,MISSION,-122.418351238,37.7570133987,0,1,1,1,2
2261,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
2262,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
2284,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
2425,TENDERLOIN,-122.415066876,37.7835634796,1,0,0,0,0
2835,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
2836,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
2837,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
3435,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3436,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3455,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3456,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3474,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3475,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3486,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3487,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3492,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3493,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3516,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3517,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3524,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3526,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3549,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3550,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3568,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3572,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3579,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3580,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3581,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3582,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3589,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
3591,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
4820,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
4821,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
4827,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
4829,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
4830,INGLESIDE,-122.427966288,37.7118229386,0,1,2,2,5
5071,MISSION,-122.417664997,37.7562905437,0,1,1,1,2
5078,MISSION,-122.416872884,37.7587640201,0,1,1,1,2
5426,MISSION,-122.415921585,37.7596123169,0,1,1,1,2
5750,MISSION,-122.417664997,37.7562905437,0,1,1,1,2
6941,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
7746,CENTRAL,-122.405539468,37.7962176299,1,0,0,4,1
7748,CENTRAL,-122.405539468,37.7962176299,1,0,0,4,1
7772,CENTRAL,-122.405283981,37.7965510481,1,0,0,4,1
7773,CENTRAL,-122.405283981,37.7965510481,1,0,0,4,1
9208,MISSION,-122.418120086,37.760301234,0,1,1,1,2
9262,MISSION,-122.417180449,37.7619674218,0,1,1,1,2
9504,CENTRAL,-122.404195425,37.7912255174,1,0,0,4,1
9512,CENTRAL,-122.404195425,37.7912255174,1,0,0,4,1
9516,CENTRAL,-122.404195425,37.7912255174,1,0,0,4,1
10557,SOUTHERN,-122.40346408,37.7785233776,1,0,0,4,1
10746,MISSION,-122.416331137,37.7588520014,0,1,1,1,2
13750,MISSION,-122.418656834,37.7602134417,0,1,1,1,2
13825,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
13826,BAYVIEW,-122.404505574,37.7595850479,0,1,1,1,2
15539,MISSION,-122.418108926,37.7594801326,0,1,1,1,2
16057,TARAVAL,-122.459564595,37.7246926894,2,1,2,2,3
16058,TARAVAL,-122.459564595,37.7246926894,2,1,2,2,3
16457,INGLESIDE,-122.435081295,37.7388951597,0,1,2,2,2
17009,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17029,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17042,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17095,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17116,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17118,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17119,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17123,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17157,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17158,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17163,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17164,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17173,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17176,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17195,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17198,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
17322,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
20541,MISSION,-122.419360353,37.7618358012,0,1,1,1,2
20920,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
21730,NORTHERN,-122.441811628,37.7990019437,1,0,0,0,0
21732,NORTHERN,-122.441811628,37.7990019437,1,0,0,0,0
21749,CENTRAL,-122.405396537,37.793524904,1,0,0,4,1
21780,CENTRAL,-122.406981047,37.7946373197,1,0,0,4,1
21824,CENTRAL,-122.404195425,37.7912255174,1,0,0,4,1
22426,NORTHERN,-122.42081471,37.7836278721,1,0,0,0,0
22531,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22596,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22609,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22650,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22655,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22660,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22663,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22693,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22694,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
22843,MISSION,-122.416167671,37.7571447586,0,1,1,1,2
23243,MISSION,-122.418120086,37.760301234,0,1,1,1,2
24033,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
24039,MISSION,-122.417028392,37.7603656932,0,1,1,1,2
25575,MISSION,-122.418120086,37.760301234,0,1,1,1,2
25957,MISSION,-122.415770264,37.7580118295,0,1,1,1,2
25976,MISSION,-122.416720982,37.7571677817,0,1,1,1,2
26343,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
27102,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
27154,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
27628,MISSION,-122.417413347,37.7586764833,0,1,1,1,2
28655,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
28659,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
28667,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
28670,TARAVAL,-122.450929424,37.7225208462,2,1,2,2,3
29527,BAYVIEW,-122.404304136,37.7442180803,0,1,1,1,5
29553,MISSION,-122.423991907,37.7526959571,0,1,1,1,2
29600,MISSION,-122.418108926,37.7594801326,0,1,1,1,2
29645,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
29984,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
30016,MISSION,-122.416863556,37.7579459515,0,1,1,1,2
30080,TARAVAL,-122.459564595,37.7246926894,2,1,2,2,3
30401,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
30416,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
31944,MISSION,-122.417180449,37.7619674218,0,1,1,1,2
32263,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
32280,MISSION,-122.414845139,37.7605000726,0,1,1,1,2
32575,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
32602,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
32981,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
33052,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33054,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33058,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33059,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33068,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33075,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33112,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33113,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33114,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33115,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33141,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33143,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33144,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33145,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33187,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33188,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33200,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33211,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33222,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33224,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33225,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33226,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33228,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33236,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33251,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
33253,TARAVAL,-122.47430808,37.7166425333,2,1,2,2,3
35942,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
37535,MISSION,-122.416078424,37.7620347867,0,1,1,1,2
37539,CENTRAL,-122.412777297,37.7868343893,1,0,0,0,0
39158,BAYVIEW,-122.392004362,37.7374889452,0,1,1,1,5
39936,TARAVAL,-122.47528507,37.7162577964,2,1,2,2,3
41294,CENTRAL,-122.414390138,37.7885452792,1,0,0,0,0
41312,CENTRAL,-122.407114491,37.7899019823,1,0,0,4,1
41326,CENTRAL,-122.405941469,37.790463178,1,0,0,4,1
41350,CENTRAL,-122.405283981,37.7965510481,1,0,0,4,1
41390,TENDERLOIN,-122.411747372,37.7859988324,1,0,0,4,1
41685,SOUTHERN,-122.414457765,37.776508037,1,0,0,0,0
42273,MISSION,-122.406539115,37.7564864109,0,1,1,1,2
42274,MISSION,-122.406539115,37.7564864109,0,1,1,1,2
45365,TENDERLOIN,-122.409686192,37.7862042105,1,0,0,4,1
45763,TENDERLOIN,-122.409756224,37.7869126924,1,0,0,4,1
45764,TENDERLOIN,-122.409756224,37.7869126924,1,0,0,4,1
45783,CENTRAL,-122.409876623,37.787148808,1,0,0,4,1
46162,SOUTHERN,-122.405832474,37.7857446546,1,0,0,4,1
46194,TENDERLOIN,-122.408201657,37.7868849113,1,0,0,4,1
46933,CENTRAL,-122.408231026,37.787359495,1,0,0,4,1
46949,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
46965,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
46966,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
46974,MISSION,-122.415629332,37.7572322279,0,1,1,1,2
47019,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47022,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47046,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47047,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47058,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47059,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47182,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47185,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47190,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47211,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
47952,CENTRAL,-122.409888227,37.806025534,1,0,0,0,0
47968,CENTRAL,-122.409876623,37.787148808,1,0,0,4,1
48335,TENDERLOIN,-122.408040475,37.7864094034,1,0,0,4,1
48358,CENTRAL,-122.409055191,37.7871979591,1,0,0,4,1
48381,CENTRAL,-122.409876623,37.787148808,1,0,0,4,1
49162,TENDERLOIN,-122.408519707,37.7864044708,1,0,0,4,1
49199,TENDERLOIN,-122.408040475,37.7864094034,1,0,0,4,1
49207,TENDERLOIN,-122.407244087,37.7865647608,1,0,0,4,1
49527,TENDERLOIN,-122.407854235,37.7854922045,1,0,0,4,1
49549,TENDERLOIN,-122.409686192,37.7862042105,1,0,0,4,1
49551,CENTRAL,-122.409876623,37.787148808,1,0,0,4,1
49929,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
49934,TENDERLOIN,-122.408231026,37.787359495,1,0,0,4,1
49996,TENDERLOIN,-122.409686192,37.7862042105,1,0,0,4,1
51739,TENDERLOIN,-122.408201657,37.7868849113,1,0,0,4,1
52509,TENDERLOIN,-122.408040475,37.7864094034,1,0,0,4,1
52580,TENDERLOIN,-122.409876623,37.787148808,1,0,0,4,1
52966,TENDERLOIN,-122.409686192,37.7862042105,1,0,0,4,1
52971,TENDERLOIN,-122.408231026,37.787359495,1,0,0,4,1
52998,CENTRAL,-122.41151882,37.7869408999,1,0,0,4,1
54264,MISSION,-122.417955822,37.7578801214,0,1,1,1,2
55474,TENDERLOIN,-122.408040475,37.7864094034,1,0,0,4,1
55519,CENTRAL,-122.409055191,37.7871979591,1,0,0,4,1
60427,MISSION,-122.418221946,37.7481664084,0,1,1,1,2
60428,MISSION,-122.418221946,37.7481664084,0,1,1,1,2
62034,RICHMOND,-122.502148729,37.7755496262,2,1,3,3,4
62071,NORTHERN,-122.419317324,37.7879136979,1,0,0,0,0
62096,CENTRAL,-122.414201442,37.7876109395,1,0,0,0,0
62140,CENTRAL,-122.405396537,37.793524904,1,0,0,4,1
62175,CENTRAL,-122.412782237,37.8056654685,1,0,0,0,0
63718,TENDERLOIN,-122.409876623,37.787148808,1,0,0,4,1
65693,BAYVIEW,-122.386851784,37.7175091052,0,1,1,1,5
68448,MISSION,-122.416708154,37.7684715664,0,1,1,1,2
68451,MISSION,-122.416708154,37.7684715664,0,1,1,1,2
72270,SOUTHERN,-122.422188261,37.7726948237,0,1,1,1,2
72921,BAYVIEW,-122.401207222,37.7220290973,0,1,1,1,5
74703,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
74753,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
74771,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
74814,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
74815,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
75367,MISSION,-122.41920825,37.7602340754,0,1,1,1,2
75398,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
75498,SOUTHERN,-122.400816276,37.788817004,1,0,0,4,1
75878,TARAVAL,-122.506470086,37.7603454517,2,1,3,3,4
75918,NORTHERN,-122.417997608,37.7769551138,1,0,0,0,0
75954,CENTRAL,-122.417273345,37.7861493948,1,0,0,0,0
76003,CENTRAL,-122.404828019,37.7897596938,1,0,0,4,1
78177,CENTRAL,-122.403891536,37.798715319,1,0,0,4,1
78444,MISSION,-122.417028392,37.7603656932,0,1,1,1,2
79188,SOUTHERN,-122.448307079,37.7356506399,2,1,2,2,3
79190,SOUTHERN,-122.448307079,37.7356506399,2,1,2,2,3
79200,SOUTHERN,-122.448307079,37.7356506399,2,1,2,2,3
79342,SOUTHERN,-122.408550682,37.7773885566,1,0,0,4,1
79343,SOUTHERN,-122.408550682,37.7773885566,1,0,0,4,1
82651,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
83758,TARAVAL,-122.47755034,37.7617306685,2,1,3,3,4
83759,TARAVAL,-122.47755034,37.7617306685,2,1,3,3,4
83760,TARAVAL,-122.47755034,37.7617306685,2,1,3,3,4
84789,MISSION,-122.421733768,37.7632996946,0,1,1,1,2
86776,TARAVAL,-122.468510801,37.7197169663,2,1,2,2,3
89333,RICHMOND,-122.461346511,37.7774104345,2,0,3,3,4
89348,RICHMOND,-122.495731177,37.7758429042,2,0,3,3,4
89364,TARAVAL,-122.49094436,37.7535477247,2,1,3,3,4
89388,TARAVAL,-122.481309337,37.754082245,2,1,3,3,4
89447,TARAVAL,-122.481309337,37.754082245,2,1,3,3,4
91091,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91092,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91094,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91098,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91194,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91229,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91270,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91271,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91272,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91278,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91279,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91283,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
91447,MISSION,-122.418120086,37.760301234,0,1,1,1,2
92858,TARAVAL,-122.504206336,37.7501922192,2,1,3,3,4
92859,TARAVAL,-122.504206336,37.7501922192,2,1,3,3,4
94708,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
99084,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
100279,TARAVAL,-122.48503873,37.7612911364,2,1,3,3,4
100284,TARAVAL,-122.48503873,37.7612911364,2,1,3,3,4
100286,TARAVAL,-122.48503873,37.7612911364,2,1,3,3,4
101467,CENTRAL,-122.405396537,37.793524904,1,0,0,4,1
101492,TENDERLOIN,-122.412857127,37.7855804362,1,0,0,0,0
101536,CENTRAL,-122.416032977,37.7883351248,1,0,0,0,0
101582,PARK,-122.439329635,37.7819788534,1,0,0,0,0
104985,SOUTHERN,-122.392925908,37.7909162094,1,0,0,4,1
105198,TARAVAL,-122.48390412,37.7184872987,2,1,2,2,3
108529,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
109037,RICHMOND,-122.472707845,37.7777528845,2,0,3,3,4
109630,BAYVIEW,-122.397744427,37.7299346936,0,1,1,1,5
110450,SOUTHERN,-122.397388785,37.7825543452,1,0,0,4,1
110991,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
114067,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114069,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114083,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114089,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114138,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114145,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114146,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114165,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114169,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114171,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114172,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114196,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114197,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114206,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114207,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114210,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114211,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114278,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114279,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114299,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114300,NORTHERN,-122.42206273,37.7899200015,1,0,0,0,0
114352,INGLESIDE,-122.439819027,37.7141051921,2,1,2,2,3
114469,MISSION,-122.413797083,37.7602740352,0,1,1,1,2
114509,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
116533,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
116602,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116603,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116607,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116611,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116620,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116642,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116722,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
116730,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
117067,MISSION,-122.411569592,37.7582649135,0,1,1,1,2
117068,MISSION,-122.411569592,37.7582649135,0,1,1,1,2
121518,INGLESIDE,-122.412457953,37.7147347357,0,1,2,2,5
122736,INGLESIDE,-122.43217156,37.722349838,0,1,2,2,5
122963,RICHMOND,-122.509644694,37.7752065367,2,1,3,3,4
126840,MISSION,-122.419561596,37.7632161069,0,1,1,1,2
128487,NORTHERN,-122.42243554,37.7917625984,1,0,0,0,0
129150,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
129319,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129322,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129384,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129385,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129387,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129388,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129392,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129393,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129394,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129395,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
129396,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
130515,NORTHERN,-122.421701514,37.773641216,0,1,1,1,2
134822,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
135183,CENTRAL,-122.404828019,37.7897596938,1,0,0,4,1
135223,CENTRAL,-122.404195425,37.7912255174,1,0,0,4,1
135796,MISSION,-122.417180449,37.7619674218,0,1,1,1,2
138507,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138513,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138534,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138535,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138536,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138564,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138570,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138571,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138572,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138576,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138599,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138602,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138799,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138800,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138804,SOUTHERN,-122.400916029,37.7854574903,1,0,0,4,1
138912,MISSION,-122.414845139,37.7605000726,0,1,1,1,2
139343,MISSION,-122.417955822,37.7578801214,0,1,1,1,2
139834,MISSION,-122.415921585,37.7596123169,0,1,1,1,2
141107,NORTHERN,-122.417997608,37.7769551138,1,0,0,0,0
141246,RICHMOND,-122.470190416,37.7808757917,2,0,3,3,4
141273,NORTHERN,-122.426508142,37.7859342572,1,0,0,0,0
141289,TENDERLOIN,-122.411747372,37.7859988324,1,0,0,4,1
141326,CENTRAL,-122.407114491,37.7899019823,1,0,0,4,1
141345,CENTRAL,-122.405941469,37.790463178,1,0,0,4,1
141623,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141624,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141641,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141642,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141644,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141651,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141661,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141662,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141722,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
141723,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
141774,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141776,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141778,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141779,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141858,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
141863,SOUTHERN,-122.388379874,37.7833104067,1,0,0,4,1
142019,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
142071,CENTRAL,-122.410699658,37.7869881885,1,0,0,4,1
