,PdDistrict,X,Y,K3,K2,K4,K5,K6
500815,MISSION,-122.417577215,37.7603888134,0,1,1,1,2
500820,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
500822,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
500863,MISSION,-122.417423841,37.7587860207,0,1,1,1,2
500898,MISSION,-122.412301187,37.7635382941,0,1,1,1,2
500901,MISSION,-122.412301187,37.7635382941,0,1,1,1,2
500940,MISSION,-122.424873511,37.7606814128,0,1,1,1,2
500941,MISSION,-122.424873511,37.7606814128,0,1,1,1,2
501268,MISSION,-122.416557578,37.754748511,0,1,1,1,2
501352,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
501353,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
501438,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
501439,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
503598,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
504969,MISSION,-122.415921585,37.7596123169,0,1,1,1,2
505076,CENTRAL,-122.417273345,37.7861493948,1,0,0,0,0
505767,MISSION,-122.416220196,37.762815158,0,1,1,1,2
505768,MISSION,-122.416220196,37.762815158,0,1,1,1,2
505773,MISSION,-122.416269089,37.7531590161,0,1,1,1,2
506115,CENTRAL,-122.406981047,37.7946373197,1,0,0,4,1
506261,MISSION,-122.416872884,37.7587640201,0,1,1,1,2
506275,MISSION,-122.414545329,37.7580855289,0,1,1,1,2
506357,MISSION,-122.418272166,37.7619029613,0,1,1,1,2
506676,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
506699,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
507084,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
507085,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
507125,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
507126,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
507154,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
508612,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
509337,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
510289,NORTHERN,-122.419104425,37.7868764842,1,0,0,0,0
510655,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
510656,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
511027,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
511052,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
511053,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
511081,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
511082,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
511773,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
511774,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
511781,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
512504,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
512510,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
512680,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
512681,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
513416,MISSION,-122.416872884,37.7587640201,0,1,1,1,2
513442,MISSION,-122.416784837,37.7636581558,0,1,1,1,2
513568,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
513569,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
513587,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
513588,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
515079,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
515080,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
515156,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
515158,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
515192,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
515193,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
515870,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
515871,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
515887,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
515888,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
515924,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
515939,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
515940,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
518184,MISSION,-122.415783593,37.759620426,0,1,1,1,2
518728,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
518729,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
518757,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
518758,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
519130,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
519131,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
519140,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
519189,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
519190,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
519207,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
519208,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
519574,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
519588,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
519589,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
519669,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
519671,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
522793,CENTRAL,-122.418658295,37.7889098399,1,0,0,0,0
522804,MISSION,-122.416872884,37.7587640201,0,1,1,1,2
523962,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
524429,CENTRAL,-122.417273345,37.7861493948,1,0,0,0,0
524761,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
524764,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
524789,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
524790,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
524837,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
524849,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
524892,MISSION,-122.412422725,37.7648250318,0,1,1,1,2
525533,MISSION,-122.416472035,37.7603453746,0,1,1,1,2
526654,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
526674,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
526675,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
527081,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
527082,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
527147,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
527149,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
527175,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
529770,CENTRAL,-122.418467748,37.787965257,1,0,0,0,0
529771,CENTRAL,-122.418467748,37.787965257,1,0,0,0,0
529794,CENTRAL,-122.418467748,37.787965257,1,0,0,0,0
529795,CENTRAL,-122.418467748,37.787965257,1,0,0,0,0
529834,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
529844,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
529846,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
530125,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
530126,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
530189,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
530263,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
530423,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
530533,MISSION,-122.416070933,37.7612142237,0,1,1,1,2
532486,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
532487,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
532491,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
532541,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
532543,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
532561,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
533271,MISSION,-122.417577215,37.7603888134,0,1,1,1,2
535119,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535120,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535131,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535132,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535198,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
535199,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
535223,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
535462,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
535486,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535487,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535497,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535499,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535552,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
535578,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
535579,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
535824,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535825,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535841,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
535842,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
536122,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
536220,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
536221,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
537267,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537274,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537275,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537298,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537299,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537316,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537317,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
537805,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
537807,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
537831,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
538101,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
538102,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
538117,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
538159,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
538190,SOUTHERN,-122.407016491,37.7773996402,1,0,0,4,1
538400,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
538734,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
539602,SOUTHERN,-122.390645819,37.783054984,1,0,0,4,1
539604,SOUTHERN,-122.390645819,37.783054984,1,0,0,4,1
541348,SOUTHERN,-122.403404791,37.7754207067,0,0,1,4,1
542431,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542432,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542440,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542441,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542451,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542453,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542462,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542464,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542496,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542499,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542502,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542503,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542505,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542506,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542513,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542514,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542880,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542881,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542903,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
542908,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
543280,NORTHERN,-122.420211965,37.7882225424,1,0,0,0,0
543330,INGLESIDE,-122.402884997,37.7178308608,0,1,1,1,5
543345,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
543381,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543382,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543393,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543394,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543406,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543708,NORTHERN,-122.420691681,37.7905770711,1,0,0,0,0
543737,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
543838,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543841,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543887,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
543888,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
545473,MISSION,-122.412422725,37.7648250318,0,1,1,1,2
545495,MISSION,-122.417169895,37.7611477648,0,1,1,1,2
545537,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
545538,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
545921,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
545922,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
545975,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
545976,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
546614,NORTHERN,-122.420307356,37.7886989512,1,0,0,0,0
546638,MISSION,-122.414544669,37.7572992974,0,1,1,1,2
546981,MISSION,-122.415921585,37.7596123169,0,1,1,1,2
547628,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
547629,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
547646,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
547647,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
547669,MISSION,-122.418120086,37.760301234,0,1,1,1,2
547696,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
547698,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
548398,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
548400,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
548444,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
548658,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
548671,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
548677,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
550648,MISSION,-122.416220196,37.762815158,0,1,1,1,2
550673,MISSION,-122.417028392,37.7603656932,0,1,1,1,2
551582,MISSION,-122.418351238,37.7570133987,0,1,1,1,2
553183,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
553240,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
553445,BAYVIEW,-122.39646497,37.7208979953,0,1,1,1,5
553447,BAYVIEW,-122.39646497,37.7208979953,0,1,1,1,5
553536,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
553537,MISSION,-122.415781282,37.7588312135,0,1,1,1,2
553592,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
553594,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
553626,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
553629,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
553818,RICHMOND,-122.502532707,37.7745223024,2,1,3,3,4
555309,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555318,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555323,NORTHERN,-122.418562843,37.7884306841,1,0,0,0,0
555325,NORTHERN,-122.418562843,37.7884306841,1,0,0,0,0
555331,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555332,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555336,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555337,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555367,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555368,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555379,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
555381,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
556180,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556181,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556210,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556547,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556548,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556561,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
556562,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
556605,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556607,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
556848,MISSION,-122.419058868,37.7594227506,0,1,1,1,2
557224,NORTHERN,-122.420307356,37.7886989512,1,0,0,0,0
558438,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558439,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558457,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558458,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558465,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558466,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558476,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558477,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
558506,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
558508,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
558765,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
558797,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
559169,MISSION,-122.418262236,37.7610817999,0,1,1,1,2
559212,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
559216,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
559235,MISSION,-122.414833494,37.7596779372,0,1,1,1,2
559250,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
559538,MISSION,-122.417955822,37.7578801214,0,1,1,1,2
559559,MISSION,-122.417566721,37.760279276,0,1,1,1,2
559584,MISSION,-122.417566721,37.760279276,0,1,1,1,2
559604,MISSION,-122.419212199,37.7610244167,0,1,1,1,2
559901,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
559934,MISSION,-122.417664997,37.7562905437,0,1,1,1,2
560173,NORTHERN,-122.420402464,37.7891643768,1,0,0,0,0
560694,NORTHERN,-122.429227451,37.8035662353,1,0,0,0,0
561078,SOUTHERN,-122.407163047,37.7797376339,1,0,0,4,1
561080,SOUTHERN,-122.407163047,37.7797376339,1,0,0,4,1
561084,SOUTHERN,-122.407163047,37.7797376339,1,0,0,4,1
561258,MISSION,-122.413746252,37.76296301,0,1,1,1,2
562218,MISSION,-122.417577215,37.7603888134,0,1,1,1,2
562553,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
563324,MISSION,-122.416710634,37.7563479681,0,1,1,1,2
563388,MISSION,-122.418108926,37.7594801326,0,1,1,1,2
563846,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
563847,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
563862,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
563863,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
563906,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
566111,NORTHERN,-122.419950058,37.7865904778,1,0,0,0,0
566175,MISSION,-122.416472035,37.7603453746,0,1,1,1,2
566176,MISSION,-122.416472035,37.7603453746,0,1,1,1,2
566575,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
566576,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
566579,MISSION,-122.418108926,37.7594801326,0,1,1,1,2
566591,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
566600,MISSION,-122.418279075,37.7498209864,0,1,1,1,2
566636,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
566940,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
566941,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
566942,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
567006,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
567008,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
567108,MISSION,-122.413591696,37.7638222259,0,1,1,1,2
568007,NORTHERN,-122.420211965,37.7882225424,1,0,0,0,0
568736,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
568743,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568744,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568762,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568763,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568770,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568771,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568782,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568783,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568813,MISSION,-122.417016664,37.7595460925,0,1,1,1,2
568816,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568818,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568834,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568835,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
568936,CENTRAL,-122.40803483,37.7907401545,1,0,0,4,1
569304,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
569305,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
569329,TENDERLOIN,-122.416226912,37.7855599709,1,0,0,0,0
569330,TENDERLOIN,-122.416226912,37.7855599709,1,0,0,0,0
569621,MISSION,-122.418120086,37.760301234,0,1,1,1,2
569633,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
569634,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
569641,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
569676,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
569699,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
569701,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
571901,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
571902,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
571964,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
571965,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
572226,NORTHERN,-122.420307356,37.7886989512,1,0,0,0,0
572227,NORTHERN,-122.420307356,37.7886989512,1,0,0,0,0
572228,NORTHERN,-122.420307356,37.7886989512,1,0,0,0,0
572241,MISSION,-122.417566721,37.760279276,0,1,1,1,2
572296,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
572297,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
573618,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
574709,MISSION,-122.417817853,37.7578884408,0,1,1,1,2
576115,SOUTHERN,-122.422586142,37.7720472598,0,1,1,1,2
576120,SOUTHERN,-122.422586142,37.7720472598,0,1,1,1,2
577287,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
577288,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
577307,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
577354,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
578908,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578909,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578921,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578922,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578941,NORTHERN,-122.418484652,37.7877245364,1,0,0,0,0
578942,NORTHERN,-122.418484652,37.7877245364,1,0,0,0,0
578949,NORTHERN,-122.418484652,37.7877245364,1,0,0,0,0
578952,NORTHERN,-122.418484652,37.7877245364,1,0,0,0,0
578969,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578970,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578990,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
578991,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
579343,MISSION,-122.418124262,37.7610901241,0,1,1,1,2
579798,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
579799,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
579822,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
579823,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
579899,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
580069,INGLESIDE,-122.443009987,37.7218704825,2,1,2,2,3
581657,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
581675,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
581687,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
581709,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
582054,CENTRAL,-122.418658295,37.7889098399,1,0,0,0,0
582098,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
582099,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
582174,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
582176,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
583431,MISSION,-122.417802963,37.7562822237,0,1,1,1,2
584373,TARAVAL,-122.490992386,37.738692814,2,1,3,3,4
584621,NORTHERN,-122.420120319,37.7877570602,1,0,0,0,0
584680,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
584686,NORTHERN,-122.419234662,37.7757784177,1,0,0,0,0
584743,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
584746,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
586149,CENTRAL,-122.404195425,37.7912255174,1,0,0,4,1
586785,NORTHERN,-122.422695629,37.7921733285,1,0,0,0,0
586876,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
586877,MISSION,-122.41592985,37.7604330004,0,1,1,1,2
586888,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
586889,MISSION,-122.417812559,37.7571005796,0,1,1,1,2
586936,MISSION,-122.415932937,37.761222333,0,1,1,1,2
586937,MISSION,-122.415932937,37.761222333,0,1,1,1,2
587296,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
587298,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
587373,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
587374,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
587635,MISSION,-122.419212199,37.7610244167,0,1,1,1,2
588056,TENDERLOIN,-122.417085357,37.785215359,1,0,0,0,0
588057,TENDERLOIN,-122.417085357,37.785215359,1,0,0,0,0
588070,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
588072,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
588135,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
588136,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
588335,BAYVIEW,-122.404903343,37.7279456315,0,1,1,1,5
589478,NORTHERN,-122.420402464,37.7891643768,1,0,0,0,0
589480,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
589484,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
589520,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
589521,MISSION,-122.417970955,37.7594884557,0,1,1,1,2
589535,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
589536,MISSION,-122.417964484,37.7586968166,0,1,1,1,2
589572,BAYVIEW,-122.405461061,37.7607155819,0,1,1,1,2
589573,BAYVIEW,-122.405461061,37.7607155819,0,1,1,1,2
